pupID #unique identifer for each mouse,litter #unique litter,sex,outcome,challenge.time #day and time mice were challenged,challenge.weight #weight of mice at challenge,v1.hr.post.challenge #hours post challenge at first observation,v1.score #score at first observation,v1.time #day and time of first observation,v1.weight #weight at first observation,v1.ch.weight # absolute weight change from challenge to v1,v1.pch.weight #percent weight change from challenge to v1,v2.hr.post.challenge,v2.score,v2.time,v2.weight,v2.ch.weight,v2.pch.weight,v3.hr.post.challenge,v3.score,v3.time,v3.weight,v3.ch.weight,v3.pch.weight,v4.hr.post.challenge,v4.score,v4.time,v4.weight,v4.ch.weight,v4.pch.weight,v5.hr.post.challenge,v5.score,v5.time,v5.weight,v5.ch.weight,v5.pch.weight,v6.hr.post.challenge,v6.score,v6.time,v6.weight,v6.ch.weight,v6.pch.weight,v7.hr.post.challenge,v7.score,v7.time,v7.weight,v7.ch.weight,v7.pch.weight,v8.hr.post.challenge,v8.score,v8.time,v8.weight,v8.ch.weight,v8.pch.weight,v9.hr.post.challenge,v9.score,v9.time,v9.weight,v9.ch.weight,v9.pch.weight,v10.hr.post.challenge,v10.score,v10.time,v10.weight,v10.ch.weight,v10.pch.weight,v11.hr.post.challenge,v11.score,v11.time,v11.weight,v11.ch.weight,v11.pch.weight,v12.hr.post.challenge,v12.score
2015.10.8_G3_M1 (F)_no.vacciNaNtion_new.0.85,19,F,live,2015.10.15 18:50,3.27,14.16666667,6,2015.10.16 09:00,3.3,-0.03,-0.917431193,17.91666667,5,2015.10.16 12:45,,,,23.56666667,5,2015.10.16 18:20,3.39,0.12,3.669724771,37.98333333,5,2015.10.17 08:45,3.6,0.33,10.09174312,46.03333333,8,2015.10.17 16:48,3.71,0.44,13.45565749,48.73333333,7,2015.10.17 19:30,3.86,0.59,18.04281346,61.98333333,7,2015.10.18 08:45,4.16,0.89,27.21712538,96,8,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.10.8_G3_M2 (M)_no.vacciNaNtion_new.0.85,19,M,live,2015.10.15 18:50,3.26,14.16666667,5,2015.10.16 09:00,3.21,0.05,1.533742331,17.91666667,6,2015.10.16 12:45,,,,23.56666667,5,2015.10.16 18:20,3.27,0.01,0.306748466,37.98333333,6,2015.10.17 08:45,3.55,0.29,8.895705521,46.03333333,7,2015.10.17 16:48,3.65,0.39,11.96319018,48.73333333,8,2015.10.17 19:30,3.74,0.48,14.72392638,61.98333333,8,2015.10.18 08:45,4.02,0.76,23.31288344,96,8,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.10.8_G3_M3 (F)_no.vacciNaNtion_new.0.85,19,F,live,2015.10.15 18:50,3.63,14.16666667,3,2015.10.16 09:00,3.68,-0.05,-1.377410468,17.91666667,3,2015.10.16 12:45,,,,23.56666667,4,2015.10.16 18:20,3.48,-0.15,-4.132231405,37.98333333,8,2015.10.17 08:45,3.66,0.03,0.826446281,46.03333333,6,2015.10.17 16:48,3.91,0.28,7.713498623,48.73333333,8,2015.10.17 19:30,3.89,0.26,7.162534435,61.98333333,8,2015.10.18 08:45,4.22,0.59,16.25344353,96,8,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.10.8_G3_M4 (M)_no.vacciNaNtion_new.0.85,19,M,die,2015.10.15 18:50,3.22,14.16666667,3,2015.10.16 09:00,3.23,-0.01,-0.310559006,17.91666667,5,2015.10.16 12:45,,,,23.56666667,5,2015.10.16 18:20,3.05,-0.17,-5.279503106,37.98333333,6,2015.10.17 08:45,2.89,-0.33,-10.2484472,46.03333333,0,2015.10.17 16:48,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.10.8_G3_M5 (F)_no.vacciNaNtion_new.0.85,19,F,die,2015.10.15 18:50,3.32,14.16666667,4,2015.10.16 09:00,3.37,-0.05,-1.506024096,17.91666667,3,2015.10.16 12:45,,,,23.56666667,4,2015.10.16 18:20,3.17,-0.15,-4.518072289,37.98333333,0,2015.10.17 08:45,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.10.8_G3_M6 (F)_sauton_new.0.95,19,F,live,2015.10.15 18:50,2.51,14.16666667,6,2015.10.16 09:00,2.43,0.08,3.187250996,17.91666667,5,2015.10.16 12:45,,,,23.56666667,6,2015.10.16 18:20,2.51,0,0,37.98333333,7,2015.10.17 08:45,2.78,0.27,10.75697211,46.03333333,7,2015.10.17 16:48,2.97,0.46,18.32669323,48.73333333,7,2015.10.17 19:30,2.95,0.44,17.52988048,61.98333333,8,2015.10.18 08:45,3.32,0.81,32.27091633,96,8,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.10.8_G3_M7 (F)_sauton_new.0.95,19,F,die,2015.10.15 18:50,3.21,14.16666667,3,2015.10.16 09:00,3.23,-0.02,-0.62305296,17.91666667,3,2015.10.16 12:45,,,,23.56666667,2,2015.10.16 18:20,3.08,-0.13,-4.049844237,37.98333333,0,2015.10.17 08:45,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.10.8_G3_M8 (M)_sauton_new.0.95,19,M,die,2015.10.15 18:50,3.57,14.16666667,6,2015.10.16 09:00,3.59,-0.02,-0.56022409,17.91666667,6,2015.10.16 12:45,,,,23.56666667,4,2015.10.16 18:20,3.48,-0.09,-2.521008403,37.98333333,0,2015.10.17 08:45,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.10.8_G3_M9 (F)_sauton_new.0.95,19,F,die,2015.10.15 18:50,3.08,14.16666667,4,2015.10.16 09:00,3.09,-0.01,-0.324675325,17.91666667,4,2015.10.16 12:45,,,,23.56666667,2,2015.10.16 18:20,2.98,-0.1,-3.246753247,37.98333333,0,2015.10.17 08:45,2.85,-0.23,-7.467532468,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.10.8_G3_M10 (M)_sauton_new.0.95,19,M,die,2015.10.15 18:50,3.39,14.16666667,5,2015.10.16 09:00,3.42,-0.03,-0.884955752,17.91666667,3,2015.10.16 12:45,,,,23.56666667,2,2015.10.16 18:20,3.26,-0.13,-3.83480826,37.98333333,5,2015.10.17 08:45,3.1,-0.29,-8.554572271,46.03333333,4,2015.10.17 16:48,2.99,-0.4,-11.79941003,48.73333333,0,2015.10.17 19:30,2.97,-0.42,-12.38938053,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.11.09_G1_M5 (M)_Sauton_new.0.95,20,M,die,2015.11.16 17:20,4.07,13.75,2,2015.11.17 08:20,3.99,0.08,1.965601966,18.41666667,2,2015.11.17 13:00,,,,23.75,0,2015.11.17 18:20,3.81,-0.26,-6.388206388,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.11.09_G1_M6 (M)_Sauton_new.0.95,20,M,die,2015.11.16 17:20,4.08,13.75,2,2015.11.17 08:20,3.97,0.11,2.696078431,18.41666667,4,2015.11.17 13:00,,,,23.75,3,2015.11.17 18:20,3.83,-0.25,-6.12745098,37.75,0,2015.11.18 08:20,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.11.09_G1_M7 (F)_Sauton_new.0.95,20,F,die,2015.11.16 17:20,3.96,13.75,4,2015.11.17 08:20,3.88,0.08,2.02020202,18.41666667,2,2015.11.17 13:00,,,,23.75,3,2015.11.17 18:20,3.7,-0.26,-6.565656566,37.75,0,2015.11.18 08:20,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.11.09_G1_M8 (F)_Sauton_new.0.95,20,F,die,2015.11.16 17:20,3.95,13.75,6,2015.11.17 08:20,3.89,0.06,1.518987342,18.41666667,4,2015.11.17 13:00,,,,23.75,4,2015.11.17 18:20,3.68,-0.27,-6.835443038,37.75,0,2015.11.18 08:20,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.11.10_G2_M1 (M)_Sauton_new.0.95,21,M,live,2015.11.18 17:55,3.23,14,6,2015.11.19 8:35,3.09,0.14,4.334365325,18.92,7,2015.11.19 13:30,,,,23.92,7,2015.11.19 18:30,3.14,-0.09,-2.786377709,38.00333333,7,2015.11.20 8:35,3.46,0.23,7.120743034,42.83666667,8,2015.11.20 13:25,3.43,0.2,6.191950464,47.42,8,2015.11.20 18:00,3.49,0.26,8.049535604,61.75333333,7,2015.11.21 8:20,3.74,0.51,15.78947368,66.67,7,2015.11.21 13:15,3.8,0.57,17.64705882,71.92,7,2015.11.21 18:30,3.83,0.6,18.57585139,96,8,2015.11.22 8:30,4.02,0.79,24.45820433,NaN,NaN,,,,,NaN,NaN
2015.11.10_G2_M3 (M)_Sauton_new.0.95,21,M,die,2015.11.18 17:55,3.17,14,2,2015.11.19 8:35,3.17,0,0,18.92,4,2015.11.19 13:30,,,,23.92,3,2015.11.19 18:30,3,-0.17,-5.362776025,38.00333333,0,2015.11.20 8:35,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.11.10_G2_M4 (F)_Sauton_new.0.95,21,F,die,2015.11.18 17:55,3.4,14,4,2015.11.19 8:35,3.43,-0.03,-0.882352941,18.92,6,2015.11.19 13:30,,,,23.92,5,2015.11.19 18:30,3.13,-0.27,-7.941176471,38.00333333,4,2015.11.20 8:35,3.01,-0.39,-11.47058824,42.83666667,3,2015.11.20 13:25,2.92,-0.48,-14.11764706,47.42,3,2015.11.20 18:00,2.89,-0.51,-15,61.75333333,0,2015.11.21 8:20,2.83,-0.57,-16.76470588,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.11.10_G3_M5 (F)_Sauton_new.0.95,22,F,die,2015.11.19 18:10,3.8,14.25,2,2015.11.20 8:25,3.62,0.18,4.736842105,18.83,4,2015.11.20 13:00,3.6,0.2,5.263157895,24,4,2015.11.20 18:10,3.53,-0.27,-7.105263158,38,0,2015.11.21 8:10,3.43,-0.37,-9.736842105,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.11.10_G3_M6 (M)_Sauton_new.0.95,22,M,die,2015.11.19 18:10,3.82,14.25,2,2015.11.20 8:25,3.74,0.08,2.094240838,18.83,0,2015.11.20 13:00,3.69,0.13,3.403141361,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.11.10_G3_M7 (F)_Sauton_new.0.95,22,F,die,2015.11.19 18:10,3.86,14.25,2,2015.11.20 8:25,3.73,0.13,3.367875648,18.83,0,2015.11.20 13:00,3.64,0.22,5.699481865,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.11.30_G4_M1 (F)_Sauton_new.0.95,23,F,die,2015.12.07 17:55,3.61,15.16666667,4,2015.12.08 9:05,3.48,0.13,3.601108033,18.58,4,2015.12.08 12:30,3.39,0.22,6.094182825,23.58,0,2015.12.08 17:30,3.36,-0.25,-6.925207756,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.11.30_G4_M2 (M)_Sauton_new.0.95,23,M,live,2015.12.07 17:55,3.75,15.16666667,8,2015.12.08 9:05,3.95,-0.2,-5.333333333,18.58,8,2015.12.08 12:30,4.19,-0.44,-11.73333333,23.58,8,2015.12.08 17:30,4.23,0.48,12.8,39.08,8,2015.12.09 9:00,4.33,0.58,15.46666667,46.66333333,8,2015.12.09 16:34,4.63,0.88,23.46666667,70.66333333,8,,,,,96,8,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.11.30_G5_M2 (F)_Sauton_new.0.95,24,F,live,2015.12.07 18:20,4.65,15.08333333,4,2015.12.08 9:25,4.57,0.08,1.720430108,18.42,7,2015.12.8 12:45,4.64,0.01,0.215053763,23.5,7,2015.12.08 17:50,4.64,-0.01,-0.215053763,38.91666667,8,2015.12.09 9:15,5.02,0.37,7.956989247,46.41666667,8,2015.12.09 16:45,5.12,0.47,10.10752688,66.41666667,8,,,,,96,8,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.11.30_G6_M4 (M)_Sauton_new.0.95,25,M,die,2015.12.07 18:45,4.11,15.08333333,4,2015.12.08 9:50,4.08,0.03,0.729927007,18.33333333,0,2015.12.08 13:50,4.02,0.09,2.189781022,23.25,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
2015.11.30_G6_M5 (F)_Sauton_new.0.95,25,F,die,2015.12.07 18:45,3.79,15.08333333,2,2015.12.08 9:50,3.73,0.06,1.583113456,18.33333333,0,2015.12.08 13:50,3.68,0.11,2.90237467,23.25,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN,,,,,NaN,NaN
