pupID #unique identifer for each mouse,litter #unique litter,sex,outcome,challenge.time #day and time mice were challenged,challenge.weight #weight of mice at challenge,vhr.post.challenge #hours post challenge at observation time,score #score at time of observation,time #day and time of first observation,weight #weight at  observation,v1.ch.weight # absolute weight change from challenge to v1,.pch.weight #percent weight change from challenge to current observation
2015.09.07_G3_M4 (F)_Sauton_old.0.95,11,F,die,2015.09.14 17:15,5.49,NA,NA,,,,
2015.10.10_G4_M1 (F)_saline_new.0.85,12,F,live,2015.10.17 18:55,4.09,28.83333333,7,2015.10.18 23:45,3.8,-0.29,-7.090464548
2015.10.10_G4_M3 (F)_saline_new.0.85,12,F,die,2015.10.17 18:55,3.46,28.83333333,0,2015.10.18 23:45,3.16,-0.3,-8.670520231
2015.10.10_G4_M4 (M)_saline_new.0.85,12,M,die,2015.10.17 18:55,3.98,28.83333333,6,2015.10.18 23:45,3.64,-0.34,-8.542713568
2015.10.10_G4_M5 (M)_saline_new.0.95,12,M,live,2015.10.17 18:55,4.11,28.83333333,6,2015.10.18 23:45,3.83,-0.28,-6.812652068
2015.10.10_G4_M6 (F)_saline_new.0.95,12,F,live,2015.10.17 18:55,3.49,28.83333333,6,2015.10.18 23:45,3.53,0.04,1.146131805
2015.10.10_G4_M7 (M)_saline_new.0.95,12,M,live,2015.10.17 18:55,3.93,28.83333333,6,2015.10.18 23:45,3.74,-0.19,-4.834605598
2015.10.10_G5_M1 (F)_saline_new.0.85,13,F,live,2015.10.17 19:20,3.77,28.41666667,8,2015.10.18 23:45,3.6,-0.17,-4.50928382
2015.10.10_G5_M2 (M)_saline_new.0.85,13,M,live,2015.10.17 19:20,4.2,28.41666667,8,2015.10.18 23:45,4.45,0.25,5.952380952
2015.10.10_G5_M3 (F)_saline_new.0.85,13,F,live,2015.10.17 19:20,3.83,28.41666667,6,2015.10.18 23:45,3.5,-0.33,-8.61618799
2015.10.10_G5_M4 (M)_saline_new.0.85,13,M,live,2015.10.17 19:20,3.76,28.41666667,6,2015.10.18 23:45,3.4,-0.36,-9.574468085
2015.10.10_G5_M5 (F)_saline_new.0.85,13,F,live,2015.10.17 19:20,3.3,28.41666667,6,2015.10.18 23:45,3.13,-0.17,-5.151515152
2015.10.10_G5_M6 (F)_saline_new.0.95,13,F,die,2015.10.17 19:20,3.78,28.41666667,3,2015.10.18 23:45,3.5,-0.28,-7.407407407
2015.10.10_G5_M7 (F)_saline_new.0.95,13,F,die,2015.10.17 19:20,3.57,NA,NA,,,,
2015.10.10_G5_M8 (M)_saline_new.0.95,13,M,live,2015.10.17 19:20,3.8,28.41666667,8,2015.10.18 23:45,3.07,-0.73,-19.21052632
2015.10.10_G5_M9 (F)_saline_new.0.95,13,F,live,2015.10.17 19:20,3.38,28.41666667,7,2015.10.18 23:45,3.52,0.14,4.142011834
2015.10.11_G7_M3 (F)_Sauton_old.0.95,14,F,live,2015.10.18 18:25,5.93,38.33333333,8,2015.10.20 08:45,5.79,-0.14,-2.360876897
2015.10.12_G8_M1 (M)_saline_new.1.0,15,M,die,2015.10.19 18:35,4.16,29.91666667,0,2015.10.21 08:50,3.86,-0.3,-7.211538462
2015.10.12_G8_M2 (M)_saline_new.1.0,15,M,die,2015.10.19 18:35,4.75,29.91666667,0,2015.10.21 08:50,4.23,-0.52,-10.94736842
2015.10.12_G8_M3 (F)_saline_new.1.0,15,F,die,2015.10.19 18:35,4.67,NA,NA,,,,
2015.10.12_G8_M4 (M)_saline_new.1.0,15,M,die,2015.10.19 18:35,4.7,29.91666667,1,2015.10.21 08:50,4.28,-0.42,-8.936170213
2015.10.12_G8_M5 (M)_saline_new.1.1,15,M,die,2015.10.19 18:35,4.54,NA,NA,,,,
2015.10.12_G8_M6 (F)_saline_new.1.1,15,F,die,2015.10.19 18:35,4.64,NA,NA,,,,
2015.10.12_G8_M7 (M)_saline_new.1.1,15,M,die,2015.10.19 18:35,4.63,NA,NA,,,,
2015.10.12_G9_M3 (F)_Saut_NA,16,F,die,2015.10.19 19:15,4.54,NA,NA,,,,
2015.10.12_G9_M4 (F)_Saut_NA,16,F,die,2015.10.19 19:15,4.36,29.5,0,,,,
2015.10.25_G2_M1 (F)_Sauton_old.0.95,17,F,die,2015.11.02 14:10,4.37,29.91666667,0,2015.11.03 23:00,4.11,-0.26,-5.949656751
2015.10.25_G2_M2 (M)_Sauton_old.0.95,17,M,die,2015.11.02 14:10,3.49,29.91666667,NA,,,,
2015.10.25_G2_M3 (F)_Sauton_old.0.95,17,F,die,2015.11.02 14:10,4.32,29.91666667,0,2015.11.03 23:00,4.09,-0.23,-5.324074074
2015.10.25_G2_M4 (M)_Sauton_old.0.95,17,M,die,2015.11.02 14:10,4.1,29.91666667,0,2015.11.03 23:00,3.94,-0.16,-3.902439024
2015.10.25_G2_M5 (F)_Sauton_old.0.95,17,F,die,2015.11.02 14:10,4.71,29.91666667,0,2015.11.03 23:00,5.22,0.51,10.82802548
2015.10.25_G2_M6 (M)_Sauton_old.0.95,17,M,die,2015.11.02 14:10,5.49,29.91666667,0,2015.11.03 23:00,3.53,-1.96,-35.70127505
2015.10.27_G6_M4 (F)_Sauton_old.0.95,18,F,live,2015.11.04 17:45,4.92,39,7,2015.11.06 08:45,4.97,0.05,1.016260163
2015.10.27_G6_M5 (F)_Sauton_old.0.95,18,F,die,2015.11.04 17:45,4.68,NA,NA,,,,
2015.10.27_G6_M6 (F)_Sauton_old.0.95,18,F,die,2015.11.04 17:45,4.7,39,7,2015.11.06 08:45,3.88,-0.82,-17.44680851
2015.10.8_G3_M1 (F)_no.vaccination_new.0.85,19,F,live,2015.10.15 18:50,3.27,37.98333333,5,2015.10.17 08:45,3.6,0.33,10.09174312
2015.10.8_G3_M2 (M)_no.vaccination_new.0.85,19,M,live,2015.10.15 18:50,3.26,37.98333333,6,2015.10.17 08:45,3.55,0.29,8.895705521
2015.10.8_G3_M3 (F)_no.vaccination_new.0.85,19,F,live,2015.10.15 18:50,3.63,37.98333333,8,2015.10.17 08:45,3.66,0.03,0.826446281
2015.10.8_G3_M4 (M)_no.vaccination_new.0.85,19,M,die,2015.10.15 18:50,3.22,37.98333333,6,2015.10.17 08:45,2.89,-0.33,-10.2484472
2015.10.8_G3_M5 (F)_no.vaccination_new.0.85,19,F,die,2015.10.15 18:50,3.32,37.98333333,0,2015.10.17 08:45,,,
2015.10.8_G3_M6 (F)_sauton_new.0.95,19,F,live,2015.10.15 18:50,2.51,37.98333333,7,2015.10.17 08:45,2.78,0.27,10.75697211
2015.10.8_G3_M7 (F)_sauton_new.0.95,19,F,die,2015.10.15 18:50,3.21,37.98333333,0,2015.10.17 08:45,,,
2015.10.8_G3_M8 (M)_sauton_new.0.95,19,M,die,2015.10.15 18:50,3.57,37.98333333,0,2015.10.17 08:45,,,
2015.10.8_G3_M9 (F)_sauton_new.0.95,19,F,die,2015.10.15 18:50,3.08,37.98333333,0,2015.10.17 08:45,2.85,-0.23,-7.467532468
2015.10.8_G3_M10 (M)_sauton_new.0.95,19,M,die,2015.10.15 18:50,3.39,37.98333333,5,2015.10.17 08:45,3.1,-0.29,-8.554572271
2015.11.09_G1_M5 (M)_Sauton_new.0.95,20,M,die,2015.11.16 17:20,4.07,NA,NA,,,,
2015.11.09_G1_M6 (M)_Sauton_new.0.95,20,M,die,2015.11.16 17:20,4.08,37.75,0,2015.11.18 08:20,,,
2015.11.09_G1_M7 (F)_Sauton_new.0.95,20,F,die,2015.11.16 17:20,3.96,37.75,0,2015.11.18 08:20,,,
2015.11.09_G1_M8 (F)_Sauton_new.0.95,20,F,die,2015.11.16 17:20,3.95,37.75,0,2015.11.18 08:20,,,
2015.11.10_G2_M1 (M)_Sauton_new.0.95,21,M,live,2015.11.18 17:55,3.23,38.00333333,7,2015.11.20 8:35,3.46,0.23,7.120743034
2015.11.10_G2_M3 (M)_Sauton_new.0.95,21,M,die,2015.11.18 17:55,3.17,38.00333333,0,2015.11.20 8:35,,,
2015.11.10_G2_M4 (F)_Sauton_new.0.95,21,F,die,2015.11.18 17:55,3.4,38.00333333,4,2015.11.20 8:35,3.01,-0.39,-11.47058824
2015.11.10_G3_M5 (F)_Sauton_new.0.95,22,F,die,2015.11.19 18:10,3.8,38,0,2015.11.21 8:10,3.43,-0.37,-9.736842105
2015.11.10_G3_M6 (M)_Sauton_new.0.95,22,M,die,2015.11.19 18:10,3.82,NA,NA,,,,
2015.11.10_G3_M7 (F)_Sauton_new.0.95,22,F,die,2015.11.19 18:10,3.86,NA,NA,,,,
2015.11.30_G4_M1 (F)_Sauton_new.0.95,23,F,die,2015.12.07 17:55,3.61,NA,NA,,,,
2015.11.30_G4_M2 (M)_Sauton_new.0.95,23,M,live,2015.12.07 17:55,3.75,39.08,8,2015.12.09 9:00,4.33,0.58,15.46666667
2015.11.30_G5_M2 (F)_Sauton_new.0.95,24,F,live,2015.12.07 18:20,4.65,38.91666667,8,2015.12.09 9:15,5.02,0.37,7.956989247
2015.11.30_G6_M4 (M)_Sauton_new.0.95,25,M,die,2015.12.07 18:45,4.11,NA,NA,,,,
2015.11.30_G6_M5 (F)_Sauton_new.0.95,25,F,die,2015.12.07 18:45,3.79,NA,NA,,,,
7.31.2015_F1_M7 (M)_saline_old.0.8,1,M,live,,,46.5,8,,,,
7.31.2015_F1_M8 (F)_saline_old.0.8,1,F,live,,,46.5,8,,,,
7.31.2015_F1_M9 (F)_saline_old.0.8,1,F,live,,,46.5,8,,,,
7.31.2015_G2.F2_M1 (M)_saline_old.1.1,2,M,die,,,NA,NA,,,,
7.31.2015_G2.F2_M2 (M)_saline_old.1.1,2,M,die,,,NA,NA,,,,
7.31.2015_G2.F2_M4 (M)_saline_old.0.8,2,M,die,,,NA,NA,,,,
7.31.2015_G2.F2_M5 (M)_saline_old.0.8,2,M,die,,,NA,NA,,,,
7.31.2015_G2.F2_M6 (F)_saline_old.0.8,2,F,die,,,NA,NA,,,,
2015.08.07_F10_M2 (M)_saline.vacc_old.0.95,3,M,die,2015.08.15 20:40,4.31,35.15,0,2015.08.17 07:49,3.56,-0.75,-17.40139211
2015.08.07_F10_M3 (M)_saline.vacc_old.0.95,3,M,die,2015.08.15 20:40,4.8,35.15,0,2015.08.17 07:49,4.24,-0.56,-11.66666667
2015.08.07_F10_M4 (F)_saline.vacc_old.0.95,3,F,die,2015.08.15 20:40,5.01,NA,NA,,,,
2015.08.07_F10_M5 (M)_saline.vacc_old.0.8,3,M,live,2015.08.15 20:40,4.98,35.15,8,2015.08.17 07:49,4.73,-0.25,-5.020080321
2015.08.07_F10_M6 (M)_saline.vacc_old.0.8,3,M,die,2015.08.15 20:40,3.93,35.15,4,2015.08.17 07:49,3.56,-0.37,-9.41475827
2015.08.07_F10_M7 (M)_saline.vacc_old.0.8,3,M,live,2015.08.15 20:40,4.28,35.15,6,2015.08.17 07:49,4.42,0.14,3.271028037
2015.08.07_F10_M8 (F)_saline.vacc_old.0.8,3,F,die,2015.08.15 20:40,4.38,35.15,6,2015.08.17 07:49,3.94,-0.44,-10.0456621
2015.08.07_F6_M1 (M)_saline.vacc_old.0.95,4,M,live,2015.08.15 19:55,4.2,35.43333333,6,2015.08.17 7:21,3.82,-0.38,-9.047619048
2015.08.07_F6_M2 (M)_saline.vacc_old.0.95,4,M,live,2015.08.15 19:55,4.29,35.43333333,6,2015.08.17 7:21,4.04,-0.25,-5.827505828
2015.08.07_F6_M3 (F)_saline.vacc_old.0.95,4,F,live,2015.08.15 19:55,4.9,35.43333333,6,2015.08.17 7:21,4.4,-0.5,-10.20408163
2015.08.07_F6_M4 (M)_saline.vacc_old.0.8,4,M,live,2015.08.15 19:55,4.81,35.43333333,6,2015.08.17 7:21,4.58,-0.23,-4.781704782
2015.08.07_F6_M5 (M)_saline.vacc_old.0.8,4,M,live,2015.08.15 19:55,5.15,35.43333333,6,2015.08.17 7:21,4.97,-0.18,-3.495145631
2015.08.07_F6_M6 (F)_saline.vacc_old.0.8,4,F,live,2015.08.15 19:55,4.99,35.43333333,6,2015.08.17 7:21,4.63,-0.36,-7.214428858
2015.08.07_F6_M7 (F)_saline.vacc_old.0.8,4,F,live,2015.08.15 19:55,4.89,35.43333333,6,2015.08.17 7:21,4.54,-0.35,-7.157464213
2015.08.07_F8_M1 (M)_saline.vacc_old.0.95,5,M,live,2015.08.15 20:22,5.6,35.25,6,2015.08.17 07:37,4.79,-0.81,-14.46428571
2015.08.07_F8_M2 (M)_saline.vacc_old.0.95,5,M,die,2015.08.15 20:22,5.58,35.25,4,2015.08.17 07:37,4.91,-0.67,-12.00716846
2015.08.07_F8_M3 (F)_saline.vacc_old.0.95,5,F,die,2015.08.15 20:22,5.19,35.25,6,2015.08.17 07:37,4.66,-0.53,-10.21194605
2015.08.07_F8_M4 (M)_saline.vacc_old.0.8,5,M,live,2015.08.15 20:22,5.53,35.25,8,2015.08.17 07:37,5.19,-0.34,-6.148282098
2015.08.07_F8_M6 (F)_saline.vacc_old.0.8,5,F,live,2015.08.15 20:22,4.83,35.25,6,2015.08.17 07:37,4.45,-0.38,-7.867494824
2015.08.07_F8_M7 (F)_saline.vacc_old.0.8,5,F,live,2015.08.15 20:22,5.46,35.25,6,2015.08.17 07:37,5.1,-0.36,-6.593406593
2015.08.20_G1_M2 (M)_saline.vacc_old.0.95,6,M,die,2015.08.28 18:25,4.76,NA,NA,,,,
2015.08.20_G1_M3 (M)_saline.vacc_old.0.95,6,M,die,2015.08.28 18:25,4.54,NA,NA,,,,
2015.08.20_G1_M4 (F)_saline.vacc_old.0.95,6,F,live,2015.08.28 18:25,4.54,39.41666667,6,2015.08.30 09:50,3.84,-0.7,-15.4185022
2015.08.29_F1_M5 (M)_Sauton_old.0.95,7,M,die,2015.09.05 20:00,3.73,38,0,2015.09.07 10:00,,,
2015.08.29_F1_M6 (F)_Sauton_old.0.95,7,F,die,2015.09.05 20:00,3.8,NA,NA,,,,
2015.08.29_F2_M4 (M)_Sauton_NA,8,M,die,2015.09.04 20:00,5.69,NA,NA,,,,
2015.08.29_F1_M7 (F)_Sauton_old.0.95,9,F,live,2015.09.05 20:00,3.54,38,6,2015.09.07 10:00,3.32,-0.22,-6.214689266
2015.09.05_G2_M1 (F)_Sauton_old.0.95,10,F,die,2015.09.13 20:10,4.9,NA,NA,,,,
2015.09.05_G2_M2 (M)_Sauton_old.0.95,10,M,die,2015.09.13 20:10,5.2,NA,NA,,,,
2015.09.05_G2_M3 (F)_Sauton_old.0.95,10,F,die,2015.09.13 20:10,5.12,NA,NA,,,,
2015.09.05_G2_M4 (M)_Sauton_old.0.95,10,M,die,2015.09.13 20:10,4.68,NA,NA,,,,
2015.09.07_G3_M1 (M)_Sauton_old.0.95,11,M,die,2015.09.14 17:15,5.01,NA,NA,,,,
2015.09.07_G3_M2 (F)_Sauton_old.0.95,11,F,die,2015.09.14 17:15,5.67,NA,NA,,,,
2015.09.07_G3_M3 (M)_Sauton_old.0.95,11,M,die,2015.09.14 17:15,5.56,40.16666667,4,2015.09.16 9:25,4.78,-0.78,-14.02877698
2015.09.07_G3_M4 (F)_Sauton_old.0.95,11,F,die,2015.09.14 17:15,5.49,NA,NA,,,,
2015.10.10_G4_M1 (F)_saline_new.0.85,12,F,live,2015.10.17 18:55,4.09,37.91666667,8,2015.10.19 08:50,4.24,0.15,3.667481663
2015.10.10_G4_M3 (F)_saline_new.0.85,12,F,die,2015.10.17 18:55,3.46,NA,NA,,,,
2015.10.10_G4_M4 (M)_saline_new.0.85,12,M,die,2015.10.17 18:55,3.98,37.91666667,7,2015.10.19 08:50,3.45,-0.53,-13.31658291
2015.10.10_G4_M5 (M)_saline_new.0.95,12,M,live,2015.10.17 18:55,4.11,37.91666667,8,2015.10.19 08:50,3.87,-0.24,-5.839416058
2015.10.10_G4_M6 (F)_saline_new.0.95,12,F,live,2015.10.17 18:55,3.49,37.91666667,8,2015.10.19 08:50,3.6,0.11,3.151862464
2015.10.10_G4_M7 (M)_saline_new.0.95,12,M,live,2015.10.17 18:55,3.93,37.91666667,6,2015.10.19 08:50,4.01,0.08,2.03562341
2015.10.10_G5_M1 (F)_saline_new.0.85,13,F,live,2015.10.17 19:20,3.77,37.75,8,2015.10.19 09:05,3.89,0.12,3.183023873
2015.10.10_G5_M2 (M)_saline_new.0.85,13,M,live,2015.10.17 19:20,4.2,37.75,8,2015.10.19 09:05,4.72,0.52,12.38095238
2015.10.10_G5_M3 (F)_saline_new.0.85,13,F,live,2015.10.17 19:20,3.83,37.75,6,2015.10.19 09:05,3.76,-0.07,-1.82767624
2015.10.10_G5_M4 (M)_saline_new.0.85,13,M,live,2015.10.17 19:20,3.76,37.75,7,2015.10.19 09:05,3.32,-0.44,-11.70212766
2015.10.10_G5_M5 (F)_saline_new.0.85,13,F,live,2015.10.17 19:20,3.3,37.75,8,2015.10.19 09:05,3.46,0.16,4.848484848
2015.10.10_G5_M6 (F)_saline_new.0.95,13,F,die,2015.10.17 19:20,3.78,37.75,0,2015.10.19 09:05,,,
2015.10.10_G5_M7 (F)_saline_new.0.95,13,F,die,2015.10.17 19:20,3.57,NA,NA,,,,
2015.10.10_G5_M8 (M)_saline_new.0.95,13,M,live,2015.10.17 19:20,3.8,37.75,7,2015.10.19 09:05,3.78,-0.02,-0.526315789
2015.10.10_G5_M9 (F)_saline_new.0.95,13,F,live,2015.10.17 19:20,3.38,37.75,8,2015.10.19 09:05,3.92,0.54,15.97633136
2015.10.11_G7_M3 (F)_Sauton_old.0.95,14,F,live,2015.10.18 18:25,5.93,44.71666667,7,2015.10.20 13:30,5.69,-0.24,-4.047217538
2015.10.12_G8_M1 (M)_saline_new.1.0,15,M,die,2015.10.19 18:35,4.16,NA,NA,,,,
2015.10.12_G8_M2 (M)_saline_new.1.0,15,M,die,2015.10.19 18:35,4.75,NA,NA,,,,
2015.10.12_G8_M3 (F)_saline_new.1.0,15,F,die,2015.10.19 18:35,4.67,NA,NA,,,,
2015.10.12_G8_M4 (M)_saline_new.1.0,15,M,die,2015.10.19 18:35,4.7,NA,NA,,,,
2015.10.12_G8_M5 (M)_saline_new.1.1,15,M,die,2015.10.19 18:35,4.54,NA,NA,,,,
2015.10.12_G8_M6 (F)_saline_new.1.1,15,F,die,2015.10.19 18:35,4.64,NA,NA,,,,
2015.10.12_G8_M7 (M)_saline_new.1.1,15,M,die,2015.10.19 18:35,4.63,NA,NA,,,,
2015.10.12_G9_M3 (F)_Saut_NA,16,F,die,2015.10.19 19:15,4.54,NA,NA,,,,
2015.10.12_G9_M4 (F)_Saut_NA,16,F,die,2015.10.19 19:15,4.36,NA,NA,,,,
2015.10.25_G2_M1 (F)_Sauton_old.0.95,17,F,die,2015.11.02 14:10,4.37,NA,NA,,,,
2015.10.25_G2_M2 (M)_Sauton_old.0.95,17,M,die,2015.11.02 14:10,3.49,NA,NA,,,,
2015.10.25_G2_M3 (F)_Sauton_old.0.95,17,F,die,2015.11.02 14:10,4.32,NA,NA,,,,
2015.10.25_G2_M4 (M)_Sauton_old.0.95,17,M,die,2015.11.02 14:10,4.1,NA,NA,,,,
2015.10.25_G2_M5 (F)_Sauton_old.0.95,17,F,die,2015.11.02 14:10,4.71,NA,NA,,,,
2015.10.25_G2_M6 (M)_Sauton_old.0.95,17,M,die,2015.11.02 14:10,5.49,NA,NA,,,,
2015.10.27_G6_M4 (F)_Sauton_old.0.95,18,F,live,2015.11.04 17:45,4.92,43.83333333,7,2015.11.06 11:35,,,
2015.10.27_G6_M5 (F)_Sauton_old.0.95,18,F,die,2015.11.04 17:45,4.68,NA,NA,,,,
2015.10.27_G6_M6 (F)_Sauton_old.0.95,18,F,die,2015.11.04 17:45,4.7,43.83333333,7,2015.11.06 11:35,,,
2015.10.8_G3_M1 (F)_no.vaccination_new.0.85,19,F,live,2015.10.15 18:50,3.27,46.03333333,8,2015.10.17 16:48,3.71,0.44,13.45565749
2015.10.8_G3_M2 (M)_no.vaccination_new.0.85,19,M,live,2015.10.15 18:50,3.26,46.03333333,7,2015.10.17 16:48,3.65,0.39,11.96319018
2015.10.8_G3_M3 (F)_no.vaccination_new.0.85,19,F,live,2015.10.15 18:50,3.63,46.03333333,6,2015.10.17 16:48,3.91,0.28,7.713498623
2015.10.8_G3_M4 (M)_no.vaccination_new.0.85,19,M,die,2015.10.15 18:50,3.22,46.03333333,0,2015.10.17 16:48,,,
2015.10.8_G3_M5 (F)_no.vaccination_new.0.85,19,F,die,2015.10.15 18:50,3.32,NA,NA,,,,
2015.10.8_G3_M6 (F)_sauton_new.0.95,19,F,live,2015.10.15 18:50,2.51,46.03333333,7,2015.10.17 16:48,2.97,0.46,18.32669323
2015.10.8_G3_M7 (F)_sauton_new.0.95,19,F,die,2015.10.15 18:50,3.21,NA,NA,,,,
2015.10.8_G3_M8 (M)_sauton_new.0.95,19,M,die,2015.10.15 18:50,3.57,NA,NA,,,,
2015.10.8_G3_M9 (F)_sauton_new.0.95,19,F,die,2015.10.15 18:50,3.08,NA,NA,,,,
2015.10.8_G3_M10 (M)_sauton_new.0.95,19,M,die,2015.10.15 18:50,3.39,46.03333333,4,2015.10.17 16:48,2.99,-0.4,-11.79941003
2015.11.09_G1_M5 (M)_Sauton_new.0.95,20,M,die,2015.11.16 17:20,4.07,NA,NA,,,,
2015.11.09_G1_M6 (M)_Sauton_new.0.95,20,M,die,2015.11.16 17:20,4.08,NA,NA,,,,
2015.11.09_G1_M7 (F)_Sauton_new.0.95,20,F,die,2015.11.16 17:20,3.96,NA,NA,,,,
2015.11.09_G1_M8 (F)_Sauton_new.0.95,20,F,die,2015.11.16 17:20,3.95,NA,NA,,,,
2015.11.10_G2_M1 (M)_Sauton_new.0.95,21,M,live,2015.11.18 17:55,3.23,42.83666667,8,2015.11.20 13:25,3.43,0.2,6.191950464
2015.11.10_G2_M3 (M)_Sauton_new.0.95,21,M,die,2015.11.18 17:55,3.17,NA,NA,,,,
2015.11.10_G2_M4 (F)_Sauton_new.0.95,21,F,die,2015.11.18 17:55,3.4,42.83666667,3,2015.11.20 13:25,2.92,-0.48,-14.11764706
2015.11.10_G3_M5 (F)_Sauton_new.0.95,22,F,die,2015.11.19 18:10,3.8,NA,NA,,,,
2015.11.10_G3_M6 (M)_Sauton_new.0.95,22,M,die,2015.11.19 18:10,3.82,NA,NA,,,,
2015.11.10_G3_M7 (F)_Sauton_new.0.95,22,F,die,2015.11.19 18:10,3.86,NA,NA,,,,
2015.11.30_G4_M1 (F)_Sauton_new.0.95,23,F,die,2015.12.07 17:55,3.61,NA,NA,,,,
2015.11.30_G4_M2 (M)_Sauton_new.0.95,23,M,live,2015.12.07 17:55,3.75,46.66333333,8,2015.12.09 16:34,4.63,0.88,23.46666667
2015.11.30_G5_M2 (F)_Sauton_new.0.95,24,F,live,2015.12.07 18:20,4.65,46.41666667,8,2015.12.09 16:45,5.12,0.47,10.10752688
2015.11.30_G6_M4 (M)_Sauton_new.0.95,25,M,die,2015.12.07 18:45,4.11,NA,NA,,,,
2015.11.30_G6_M5 (F)_Sauton_new.0.95,25,F,die,2015.12.07 18:45,3.79,NA,NA,,,,
7.31.2015_F1_M7 (M)_saline_old.0.8,1,M,live,,,96,8,,,,
7.31.2015_F1_M8 (F)_saline_old.0.8,1,F,live,,,96,8,,,,
7.31.2015_F1_M9 (F)_saline_old.0.8,1,F,live,,,96,8,,,,
7.31.2015_G2.F2_M1 (M)_saline_old.1.1,2,M,die,,,NA,NA,,,,
7.31.2015_G2.F2_M2 (M)_saline_old.1.1,2,M,die,,,NA,NA,,,,
7.31.2015_G2.F2_M4 (M)_saline_old.0.8,2,M,die,,,NA,NA,,,,
7.31.2015_G2.F2_M5 (M)_saline_old.0.8,2,M,die,,,NA,NA,,,,
7.31.2015_G2.F2_M6 (F)_saline_old.0.8,2,F,die,,,NA,NA,,,,
2015.08.07_F10_M2 (M)_saline.vacc_old.0.95,3,M,die,2015.08.15 20:40,4.31,NA,NA,,,,
2015.08.07_F10_M3 (M)_saline.vacc_old.0.95,3,M,die,2015.08.15 20:40,4.8,NA,NA,,,,
2015.08.07_F10_M4 (F)_saline.vacc_old.0.95,3,F,die,2015.08.15 20:40,5.01,NA,NA,,,,
2015.08.07_F10_M5 (M)_saline.vacc_old.0.8,3,M,live,2015.08.15 20:40,4.98,40.41666667,6,2015.08.17 13:05,,,
2015.08.07_F10_M6 (M)_saline.vacc_old.0.8,3,M,die,2015.08.15 20:40,3.93,40.41666667,0,2015.08.17 13:05,3.5,-0.43,-10.94147583
2015.08.07_F10_M7 (M)_saline.vacc_old.0.8,3,M,live,2015.08.15 20:40,4.28,40.41666667,6,2015.08.17 13:05,,,
2015.08.07_F10_M8 (F)_saline.vacc_old.0.8,3,F,die,2015.08.15 20:40,4.38,40.41666667,0,2015.08.17 13:05,3.81,-0.57,-13.01369863
2015.08.07_F6_M1 (M)_saline.vacc_old.0.95,4,M,live,2015.08.15 19:55,4.2,40.91666667,8,2015.08.17 12:50,,,
2015.08.07_F6_M2 (M)_saline.vacc_old.0.95,4,M,live,2015.08.15 19:55,4.29,40.91666667,8,2015.08.17 12:50,,,
2015.08.07_F6_M3 (F)_saline.vacc_old.0.95,4,F,live,2015.08.15 19:55,4.9,40.91666667,8,2015.08.17 12:50,,,
2015.08.07_F6_M4 (M)_saline.vacc_old.0.8,4,M,live,2015.08.15 19:55,4.81,40.91666667,8,2015.08.17 12:50,,,
2015.08.07_F6_M5 (M)_saline.vacc_old.0.8,4,M,live,2015.08.15 19:55,5.15,40.91666667,8,2015.08.17 12:50,,,
2015.08.07_F6_M6 (F)_saline.vacc_old.0.8,4,F,live,2015.08.15 19:55,4.99,40.91666667,8,2015.08.17 12:50,,,
2015.08.07_F6_M7 (F)_saline.vacc_old.0.8,4,F,live,2015.08.15 19:55,4.89,40.91666667,7,2015.08.17 12:50,,,
2015.08.07_F8_M1 (M)_saline.vacc_old.0.95,5,M,live,2015.08.15 20:22,5.6,40.6,6,2015.08.17 12:58,,,
2015.08.07_F8_M2 (M)_saline.vacc_old.0.95,5,M,die,2015.08.15 20:22,5.58,40.6,0,2015.08.17 12:58,4.85,-0.73,-13.08243728
2015.08.07_F8_M3 (F)_saline.vacc_old.0.95,5,F,die,2015.08.15 20:22,5.19,40.6,0,2015.08.17 12:58,4.6,-0.59,-11.36801541
2015.08.07_F8_M4 (M)_saline.vacc_old.0.8,5,M,live,2015.08.15 20:22,5.53,40.6,6,2015.08.17 12:58,,,
2015.08.07_F8_M6 (F)_saline.vacc_old.0.8,5,F,live,2015.08.15 20:22,4.83,40.6,6,2015.08.17 12:58,,,
2015.08.07_F8_M7 (F)_saline.vacc_old.0.8,5,F,live,2015.08.15 20:22,5.46,40.6,6,2015.08.17 12:58,,,
2015.08.20_G1_M2 (M)_saline.vacc_old.0.95,6,M,die,2015.08.28 18:25,4.76,NA,NA,,,,
2015.08.20_G1_M3 (M)_saline.vacc_old.0.95,6,M,die,2015.08.28 18:25,4.54,NA,NA,,,,
2015.08.20_G1_M4 (F)_saline.vacc_old.0.95,6,F,live,2015.08.28 18:25,4.54,42.41666667,6,2015.08.30 12:50,,,
2015.08.29_F1_M5 (M)_Sauton_old.0.95,7,M,die,2015.09.05 20:00,3.73,NA,NA,,,,
2015.08.29_F1_M6 (F)_Sauton_old.0.95,7,F,die,2015.09.05 20:00,3.8,NA,NA,,,,
2015.08.29_F2_M4 (M)_Sauton_NA,8,M,die,2015.09.04 20:00,5.69,NA,NA,,,,
2015.08.29_F1_M7 (F)_Sauton_old.0.95,9,F,live,2015.09.05 20:00,3.54,43,6,2015.09.07 15:00,3.48,-0.06,-1.694915254
2015.09.05_G2_M1 (F)_Sauton_old.0.95,10,F,die,2015.09.13 20:10,4.9,NA,NA,,,,
