pupID,litter,sex,treatment,outcome,challenge.time,weight.challenge,weight,ch.weight,pch.weight,time,hr.post.challenge ,visit,score.overall,score.left,score.right,rights.mobile.overall,rights.shakey.overall,rights.lethargic.overall,rights.nonmobile.overall,ftr.one.side.overall,ftr.mobile.hips.over,ftr.lethargic.hips.overall,ftr.lethargic.two.visits.overall,ftr.nonmobile.hips.overall,rights.mobile.left,rights.shakey.left,rights.lethargic.left,rights.nonmobile.left,rights.only.left,ftr.mobile.hips.left,ftr.lethargic.hips.left,ftr.lethargic.two.visits.left,ftr.nonmobile.hips.left,rights.mobile.right,rights.shakey.right,rights.lethargic.right,rights.nonmobile.right,rightss.only.right,ftr.mobile.hips.right,ftr.lethargic.hips.right,ftr.lethargic.two.visits.right,ftr.nonmobile.hips.right,obs.found.dead,observations
2015.10.12_G8_M5 (M)_saline_new.1.1,15,M,saline,die,2015.10.19 18:35,4.54,4.46,0.08,1.762114537,2015.10.20 08:35,14,v1,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G8_M6 (F)_saline_new.1.1,15,F,saline,die,2015.10.19 18:35,4.64,4.5,0.14,3.017241379,2015.10.20 08:35,14,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G8_M7 (M)_saline_new.1.1,15,M,saline,die,2015.10.19 18:35,4.63,4.47,0.16,3.455723542,2015.10.20 08:35,14,v1,4,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,
2015.10.12_G9_M1 (M)_BCG_NA,16,M,BCG,die,2015.10.19 19:15,4.8,4.84,-0.04,-0.833333333,2015.10.20 08:25,13.16666667,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G9_M2 (F)_BCG_NA,16,F,BCG,die,2015.10.19 19:15,4.39,4.45,-0.06,-1.366742597,2015.10.20 08:25,13.16666667,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.12_G9_M3 (F)_Saut_NA,16,F,Sauton,die,2015.10.19 19:15,4.54,4.58,-0.04,-0.881057269,2015.10.20 08:25,13.16666667,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G9_M4 (F)_Saut_NA,16,F,Sauton,die,2015.10.19 19:15,4.36,4.44,-0.08,-1.834862385,2015.10.20 08:25,13.16666667,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.25_G2_M1 (F)_Sauton_old.0.95,17,F,Sauton,die,2015.11.02 14:10,4.37,4.37,0,0,2015.11.03 07:50,14.75,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.25_G2_M10 (F)_BCG_old.0.95,17,F,BCG,found.dead,2015.11.02 14:10,4.11,4.06,0.05,1.216545012,2015.11.03 07:50,14.75,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.25_G2_M11 (M)_BCG_old.0.95,17,M,BCG,found.dead,2015.11.02 14:10,4.41,4.35,0.06,1.360544218,2015.11.03 07:50,14.75,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.25_G2_M2 (M)_Sauton_old.0.95,17,M,Sauton,die,2015.11.02 14:10,3.49,3.48,0.01,0.286532951,2015.11.03 07:50,14.75,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.25_G2_M3 (F)_Sauton_old.0.95,17,F,Sauton,found.dead,2015.11.02 14:10,4.32,4.29,0.03,0.694444444,2015.11.03 07:50,14.75,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,diarrhea
2015.10.25_G2_M4 (M)_Sauton_old.0.95,17,M,Sauton,die,2015.11.02 14:10,4.1,4.11,-0.01,-0.243902439,2015.11.03 07:50,14.75,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.25_G2_M5 (F)_Sauton_old.0.95,17,F,Sauton,found.dead,2015.11.02 14:10,4.71,4.68,0.03,0.636942675,2015.11.03 07:50,14.75,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.25_G2_M6 (M)_Sauton_old.0.95,17,M,Sauton,found.dead,2015.11.02 14:10,5.49,5.45,0.04,0.72859745,2015.11.03 07:50,14.75,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.25_G2_M7 (M)_BCG_old.0.95,17,M,BCG,die,2015.11.02 14:10,3.8,3.75,0.05,1.315789474,2015.11.03 07:50,14.75,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.25_G2_M8 (F)_BCG_old.0.95,17,F,BCG,found.dead,2015.11.02 14:10,4.45,3.51,0.94,21.12359551,2015.11.03 07:50,14.75,v1,4,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,
2015.10.25_G2_M9 (M)_BCG_old.0.95,17,M,BCG,found.dead,2015.11.02 14:10,4.06,4.02,0.04,0.985221675,2015.11.03 07:50,14.75,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.27_G6_M1 (F)_BCG_old.0.95,18,F,BCG,live,2015.11.04 17:45,4.79,4.78,0.01,0.208768267,2015.11.05 08:40,14.91666667,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.27_G6_M2 (M)_BCG_old.0.95,18,M,BCG,live,2015.11.04 17:45,4.72,4.51,0.21,4.449152542,2015.11.05 08:40,14.91666667,v1,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,
2015.10.27_G6_M3 (F)_BCG_old.0.95,18,F,BCG,live,2015.11.04 17:45,4.89,4.8,0.09,1.840490798,2015.11.05 08:40,14.91666667,v1,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.27_G6_M4 (F)_Sauton_old.0.95,18,F,Sauton,live,2015.11.04 17:45,4.92,4.76,0.16,3.25203252,2015.11.05 08:40,14.91666667,v1,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.27_G6_M5 (F)_Sauton_old.0.95,18,F,Sauton,found.dead,2015.11.04 17:45,4.68,4.47,0.21,4.487179487,2015.11.05 08:40,14.91666667,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.27_G6_M6 (F)_Sauton_old.0.95,18,F,Sauton,found.dead,2015.11.04 17:45,4.7,4.63,0.07,1.489361702,2015.11.05 08:40,14.91666667,v1,4,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,
2015.11.09_G1_M1 (M)_BCG_new.0.95,20,M,BCG,die,2015.11.16 17:20,4.01,3.93,0.08,1.995012469,2015.11.17 08:20,13.75,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.11.09_G1_M2 (M)_BCG_new.0.95,20,M,BCG,found.dead,2015.11.16 17:20,3.83,3.8,0.03,0.783289817,2015.11.17 08:20,13.75,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.11.09_G1_M5 (M)_Sauton_new.0.95,20,M,Sauton,die,2015.11.16 17:20,4.07,3.99,0.08,1.965601966,2015.11.17 08:20,13.75,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.11.09_G1_M6 (M)_Sauton_new.0.95,20,M,Sauton,die,2015.11.16 17:20,4.08,3.97,0.11,2.696078431,2015.11.17 08:20,13.75,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.11.09_G1_M7 (F)_Sauton_new.0.95,20,F,Sauton,found.dead,2015.11.16 17:20,3.96,3.88,0.08,2.02020202,2015.11.17 08:20,13.75,v1,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,
2015.11.09_G1_M8 (F)_Sauton_new.0.95,20,F,Sauton,found.dead,2015.11.16 17:20,3.95,3.89,0.06,1.518987342,2015.11.17 08:20,13.75,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,subcut. Injection
2015.11.10_G2_M1 (M)_Sauton_new.0.95,21,M,Sauton,live,2015.11.18 17:55,3.23,3.09,0.14,4.334365325,2015.11.19 8:35,14,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.11.10_G2_M3 (M)_Sauton_new.0.95,21,M,Sauton,found.dead,2015.11.18 17:55,3.17,3.17,0,0,2015.11.19 8:35,14,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.11.10_G2_M4 (F)_Sauton_new.0.95,21,F,Sauton,found.dead,2015.11.18 17:55,3.4,3.43,-0.03,-0.882352941,2015.11.19 8:35,14,v1,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.10_G2_M5 (F)_BCG_new.0.95,21,F,BCG,live,2015.11.18 17:55,3.31,3.28,0.03,0.906344411,2015.11.19 8:35,14,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.10_G2_M6 (M)_BCG_new.0.95,21,M,BCG,live,2015.11.18 17:55,3.43,3.34,0.09,2.623906706,2015.11.19 8:35,14,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.10_G2_M7 (F)_BCG_new.0.95,21,F,BCG,live,2015.11.18 17:55,3.44,3.41,0.03,0.872093023,2015.11.19 8:35,14,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.10_G2_M8 (M)_BCG_new.0.95,21,M,BCG,live,2015.11.18 17:55,3.13,3.16,-0.03,-0.958466454,2015.11.19 8:35,14,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.10_G3_M1 (M)_BCG_new.0.95,22,M,BCG,found.dead,2015.11.19 18:10,3.68,3.54,0.14,3.804347826,2015.11.20 8:25,14.25,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.11.10_G3_M2 (F)_BCG_new.0.95,22,F,BCG,die,2015.11.19 18:10,3.78,3.59,0.19,5.026455026,2015.11.20 8:25,14.25,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.11.10_G3_M3 (M)_BCG_new.0.95,22,M,BCG,live,2015.11.19 18:10,3.65,,,0,2015.11.20 8:25,14.25,v1,7,5,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.11.10_G3_M4 (F)_BCG_new.0.95,22,F,BCG,found.dead,2015.11.19 18:10,3.58,3.44,0.14,3.910614525,2015.11.20 8:25,14.25,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.10_G3_M5 (F)_Sauton_new.0.95,22,F,Sauton,found.dead,2015.11.19 18:10,3.8,3.62,0.18,4.736842105,2015.11.20 8:25,14.25,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.11.10_G3_M6 (M)_Sauton_new.0.95,22,M,Sauton,die,2015.11.19 18:10,3.82,3.74,0.08,2.094240838,2015.11.20 8:25,14.25,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.11.10_G3_M7 (F)_Sauton_new.0.95,22,F,Sauton,die,2015.11.19 18:10,3.86,3.73,0.13,3.367875648,2015.11.20 8:25,14.25,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.11.30_G4_M1 (F)_Sauton_new.0.95,23,F,Sauton,die,2015.12.07 17:55,3.61,3.48,0.13,3.601108033,2015.12.08 9:05,15.16666667,v1,4,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,
2015.11.30_G4_M2 (M)_Sauton_new.0.95,23,M,Sauton,live,2015.12.07 17:55,3.75,3.95,-0.2,-5.333333333,2015.12.08 9:05,15.16666667,v1,8,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2015.11.30_G4_M4 (M)_BCG_new.0.95,23,M,BCG,live,2015.12.07 17:55,3.71,3.7,0.01,0.269541779,2015.12.08 9:05,15.16666667,v1,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.11.30_G4_M5 (M)_new.BCG_new.0.95,23,M,new.BCG,live,2015.12.07 17:55,3.66,3.57,0.09,2.459016393,2015.12.08 9:05,15.16666667,v1,4,7,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.30_G4_M6 (M)_new.BCG_new.0.95,23,M,new.BCG,live,2015.12.07 17:55,3.53,3.47,0.06,1.699716714,2015.12.08 9:05,15.16666667,v1,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.30_G5_M2 (F)_Sauton_new.0.95,24,F,Sauton,live,2015.12.07 18:20,4.65,4.57,0.08,1.720430108,2015.12.08 9:25,15.08333333,v1,4,8,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.30_G5_M3 (M)_BCG_new.0.95,24,M,BCG,found.dead,2015.12.07 18:20,4.6,4.59,0.01,0.217391304,2015.12.08 9:25,15.08333333,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.11.30_G5_M4 (F)_BCG_new.0.95,24,F,BCG,live,2015.12.07 18:20,4.62,4.6,0.02,0.432900433,2015.12.08 9:25,15.08333333,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.30_G5_M5 (F)_new.BCG_new.0.95,24,F,new.BCG,live,2015.12.07 18:20,3.9,3.93,-0.03,-0.769230769,2015.12.08 9:25,15.08333333,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.30_G5_M6 (M)_new.BCG_new.0.95,24,M,new.BCG,live,2015.12.07 18:20,4.65,4.44,0.21,4.516129032,2015.12.08 9:25,15.08333333,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.11.30_G5_M7 (F)_new.BCG_new.0.95,24,F,new.BCG,live,2015.12.07 18:20,4.54,4.44,0.1,2.202643172,2015.12.08 9:25,15.08333333,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.30_G6_M2 (F)_new.BCG_new.0.95,25,F,new.BCG,live,2015.12.07 18:45,4.25,4.16,0.09,2.117647059,2015.12.08 9:50,15.08333333,v1,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,
2015.11.30_G6_M3 (F)_new.BCG_new.0.95,25,F,new.BCG,found.dead,2015.12.07 18:45,3.72,3.67,0.05,1.344086022,2015.12.08 9:50,15.08333333,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,diarrhea
2015.11.30_G6_M4 (M)_Sauton_new.0.95,25,M,Sauton,die,2015.12.07 18:45,4.11,4.08,0.03,0.729927007,2015.12.08 9:50,15.08333333,v1,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.30_G6_M5 (F)_Sauton_new.0.95,25,F,Sauton,die,2015.12.07 18:45,3.79,3.73,0.06,1.583113456,2015.12.08 9:50,15.08333333,v1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,
2015.11.30_G6_M6 (F)_BCG_new.0.95,25,F,BCG,live,2015.12.07 18:45,4.26,4.2,0.06,1.408450704,2015.12.08 9:50,15.08333333,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.11.30_G6_M7 (M)_BCG_new.0.95,25,M,BCG,live,2015.12.07 18:45,3.8,3.76,0.04,1.052631579,2015.12.08 9:50,15.08333333,v1,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.30_G6_M8 (F)_BCG_new.0.95,25,F,BCG,found.dead,2015.12.07 18:45,4.42,4.32,0.1,2.262443439,2015.12.08 9:50,15.08333333,v1,4,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,
2015.07.31_F1_M7 (M)_saline_old.0.8,1,M,saline,live,,,,,,,19.16666667,v2,6,,,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.07.31_F1_M8 (F)_saline_old.0.8,1,F,saline,live,,,,,,,19.16666667,v2,8,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.07.31_F1_M9 (F)_saline_old.0.8,1,F,saline,live,,,,,,,19.16666667,v2,6,,,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.07.31_G2.F2_M1 (M)_saline_old.1.1,2,M,saline,die,,,,,,,19,v2,6,,,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.07.31_G2.F2_M2 (M)_saline_old.1.1,2,M,saline,die,,,,,,,19,v2,0,,,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,0,
2015.07.31_G2.F2_M4 (M)_saline_old.0.8,2,M,saline,die,,,,,,,19,v2,3,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.07.31_G2.F2_M5 (M)_saline_old.0.8,2,M,saline,die,,,,,,,19,v2,8,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.07.31_G2.F2_M6 (F)_saline_old.0.8,2,F,saline,die,,,,,,,19,v2,6,,,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.08.07_F10_M2 (M)_saline.vacc_old.0.95,3,M,saline,die,2015.08.15 20:40,4.31,,,,2015.08.16 12:55,16.25,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.08.07_F10_M3 (M)_saline.vacc_old.0.95,3,M,saline,die,2015.08.15 20:40,4.8,,,,2015.08.16 12:55,16.25,v2,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.08.07_F10_M4 (F)_saline.vacc_old.0.95,3,F,saline,die,2015.08.15 20:40,5.01,,,,2015.08.16 12:55,16.25,v2,8,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2015.08.07_F10_M5 (M)_saline.vacc_old.0.8,3,M,saline,live,2015.08.15 20:40,4.98,,,,2015.08.16 12:55,16.25,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.08.07_F10_M6 (M)_saline.vacc_old.0.8,3,M,saline,die,2015.08.15 20:40,3.93,,,,2015.08.16 12:55,16.25,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.08.07_F10_M7 (M)_saline.vacc_old.0.8,3,M,saline,live,2015.08.15 20:40,4.28,,,,2015.08.16 12:55,16.25,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.08.07_F10_M8 (F)_saline.vacc_old.0.8,3,F,saline,die,2015.08.15 20:40,4.38,,,,2015.08.16 12:55,16.25,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.08.07_F6_M1 (M)_saline.vacc_old.0.95,4,M,saline,live,2015.08.15 19:55,4.2,,,,2015.08.16 12:30,16.58333333,v2,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.08.07_F6_M2 (M)_saline.vacc_old.0.95,4,M,saline,live,2015.08.15 19:55,4.29,,,,2015.08.16 12:30,16.58333333,v2,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.08.07_F6_M3 (F)_saline.vacc_old.0.95,4,F,saline,live,2015.08.15 19:55,4.9,,,,2015.08.16 12:30,16.58333333,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.08.07_F6_M4 (M)_saline.vacc_old.0.8,4,M,saline,live,2015.08.15 19:55,4.81,,,,2015.08.16 12:30,16.58333333,v2,4,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,
2015.08.07_F6_M5 (M)_saline.vacc_old.0.8,4,M,saline,live,2015.08.15 19:55,5.15,,,,2015.08.16 12:30,16.58333333,v2,4,3,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
2015.08.07_F6_M6 (F)_saline.vacc_old.0.8,4,F,saline,live,2015.08.15 19:55,4.99,,,,2015.08.16 12:30,16.58333333,v2,4,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,
2015.08.07_F6_M7 (F)_saline.vacc_old.0.8,4,F,saline,live,2015.08.15 19:55,4.89,,,,2015.08.16 12:30,16.58333333,v2,8,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2015.08.07_F8_M1 (M)_saline.vacc_old.0.95,5,M,saline,live,2015.08.15 20:22,5.6,,,,2015.08.16 12:45,16.38333333,v2,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.08.07_F8_M2 (M)_saline.vacc_old.0.95,5,M,saline,found.dead,2015.08.15 20:22,5.58,,,,2015.08.16 12:45,16.38333333,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.08.07_F8_M3 (F)_saline.vacc_old.0.95,5,F,saline,found.dead,2015.08.15 20:22,5.19,,,,2015.08.16 12:45,16.38333333,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.08.07_F8_M4 (M)_saline.vacc_old.0.8,5,M,saline,live,2015.08.15 20:22,5.53,,,,2015.08.16 12:45,16.38333333,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.08.07_F8_M6 (F)_saline.vacc_old.0.8,5,F,saline,live,2015.08.15 20:22,4.83,,,,2015.08.16 12:45,16.38333333,v2,4,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,
2015.08.07_F8_M7 (F)_saline.vacc_old.0.8,5,F,saline,live,2015.08.15 20:22,5.46,,,,2015.08.16 12:45,16.38333333,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.08.20_G1_M2 (M)_saline.vacc_old.0.95,6,M,saline,die,2015.08.28 18:25,4.76,,,,2015.08.29 12:30,18.08333333,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.08.20_G1_M3 (M)_saline.vacc_old.0.95,6,M,saline,die,2015.08.28 18:25,4.54,,,,2015.08.29 12:30,18.08333333,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.08.20_G1_M4 (F)_saline.vacc_old.0.95,6,F,saline,live,2015.08.28 18:25,4.54,,,,2015.08.29 12:30,18.08333333,v2,4,7,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.08.20_G1_M5 (M)_BCG_old.0.95,6,M,BCG,live,2015.08.28 18:25,4.71,,,,2015.08.29 12:30,18.08333333,v2,4,7,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.08.20_G1_M6 (M)_BCG_old.0.95,6,M,BCG,live,2015.08.28 18:25,4.77,,,,2015.08.29 12:30,18.08333333,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
