pupID,litter,sex,treatment,outcome,challenge.time,weight.challenge,weight,ch.weight,pch.weight,time,hr.post.challenge ,visit,score.overall,score.left,score.right,rights.mobile.overall,rights.shakey.overall,rights.lethargic.overall,rights.nonmobile.overall,ftr.one.side.overall,ftr.mobile.hips.over,ftr.lethargic.hips.overall,ftr.lethargic.two.visits.overall,ftr.nonmobile.hips.overall,rights.mobile.left,rights.shakey.left,rights.lethargic.left,rights.nonmobile.left,rights.only.left,ftr.mobile.hips.left,ftr.lethargic.hips.left,ftr.lethargic.two.visits.left,ftr.nonmobile.hips.left,rights.mobile.right,rights.shakey.right,rights.lethargic.right,rights.nonmobile.right,rightss.only.right,ftr.mobile.hips.right,ftr.lethargic.hips.right,ftr.lethargic.two.visits.right,ftr.nonmobile.hips.right,obs.found.dead,observations
2015.08.20_G1_M7 (F)_BCG_old.0.95,6,F,BCG,found.dead,2015.08.28 18:25,4.24,,,,2015.08.29 12:30,18.08333333,v2,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.08.29_F1_M1 (M)_BCG_old.0.95,7,M,BCG,live,2015.09.05 20:00,3.5,,,,2015.09.06 12:15,16.25,v2,4,,,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.08.29_F1_M2 (F)_BCG_old.0.95,7,F,BCG,die,2015.09.05 20:00,3.81,,,,2015.09.06 12:15,16.25,v2,3,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.08.29_F1_M3 (F)_BCG_old.0.95,7,F,BCG,die,2015.09.05 20:00,3.86,,,,2015.09.06 12:15,16.25,v2,4,,,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.08.29_F1_M5 (M)_Sauton_old.0.95,7,M,Sauton,die,2015.09.05 20:00,3.73,,,,2015.09.06 12:15,16.25,v2,4,,,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.08.29_F1_M6 (F)_Sauton_old.0.95,7,F,Sauton,die,2015.09.05 20:00,3.8,,,,2015.09.06 12:15,16.25,v2,2,,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,0,
2015.08.29_F1_M7 (F)_Sauton_old.0.95,9,F,Sauton,live,2015.09.05 20:00,3.54,,,,2015.09.06 12:15,16.25,v2,3,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.08.29_F2_M1 (M)_BCG_NA,8,M,BCG,die,2015.09.04 20:00,4.02,,,,2015.09.06 11:20,15.33333333,v2,4,,,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.08.29_F2_M3 (M)_BCG_NA,8,M,BCG,die,2015.09.04 20:00,5.51,,,,2015.09.06 11:20,15.33333333,v2,6,,,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.08.29_F2_M4 (M)_Sauton_NA,8,M,Sauton,die,2015.09.04 20:00,5.69,,,,2015.09.06 11:20,15.33333333,v2,6,,,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.09.05_G2_M1 (F)_Sauton_old.0.95,10,F,Sauton,die,2015.09.13 20:10,4.9,,,,2015.09.14 16:10,20,v2,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,diarrhea
2015.09.05_G2_M2 (M)_Sauton_old.0.95,10,M,Sauton,die,2015.09.13 20:10,5.2,,,,2015.09.14 16:10,20,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.09.05_G2_M3 (F)_Sauton_old.0.95,10,F,Sauton,die,2015.09.13 20:10,5.12,,,,2015.09.14 16:10,20,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.09.05_G2_M4 (M)_Sauton_old.0.95,10,M,Sauton,found.dead,2015.09.13 20:10,4.68,,,,2015.09.14 16:10,20,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.09.05_G2_M5 (F)_BCG_old.0.95,10,F,BCG,live,2015.09.13 20:10,4.96,,,,2015.09.14 16:10,20,v2,8,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2015.09.05_G2_M6 (F)_BCG_old.0.95,10,F,BCG,found.dead,2015.09.13 20:10,4.82,,,,2015.09.14 16:10,20,v2,8,8,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.09.07_G3_M1 (M)_Sauton_old.0.95,11,M,Sauton,die,2015.09.14 17:15,5.01,,,,2015.09.15 13:08,19.88333333,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.09.07_G3_M2 (F)_Sauton_old.0.95,11,F,Sauton,found.dead,2015.09.14 17:15,5.67,,,,2015.09.15 13:08,19.88333333,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.09.07_G3_M3 (M)_Sauton_old.0.95,11,M,Sauton,found.dead,2015.09.14 17:15,5.56,,,,2015.09.15 13:08,19.88333333,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.09.07_G3_M5 (F)_BCG_old.0.95,11,F,BCG,live,2015.09.14 17:15,5.18,,,,2015.09.15 13:08,19.88333333,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.09.07_G3_M6 (M)_BCG_old.0.95,11,M,BCG,live,2015.09.14 17:15,5.68,,,,2015.09.15 13:08,19.88333333,v2,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.09.07_G3_M7 (M)_BCG_old.0.95,11,M,BCG,live,2015.09.14 17:15,5.53,,,,2015.09.15 13:08,19.88333333,v2,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.10.08_G3_M1 (F)_no.vaccination_new.0.85,19,F,no.vaccination,live,2015.10.15 18:50,3.27,,,,2015.10.16 12:45,17.91666667,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.08_G3_M10 (M)_sauton_new.0.95,19,M,Sauton,die,2015.10.15 18:50,3.39,,,,2015.10.16 12:45,17.91666667,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.08_G3_M2 (M)_no.vaccination_new.0.85,19,M,no.vaccination,live,2015.10.15 18:50,3.26,,,,2015.10.16 12:45,17.91666667,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.08_G3_M3 (F)_no.vaccination_new.0.85,19,F,no.vaccination,live,2015.10.15 18:50,3.63,,,,2015.10.16 12:45,17.91666667,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.08_G3_M4 (M)_no.vaccination_new.0.85,19,M,no.vaccination,found.dead,2015.10.15 18:50,3.22,,,,2015.10.16 12:45,17.91666667,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.08_G3_M5 (F)_no.vaccination_new.0.85,19,F,no.vaccination,found.dead,2015.10.15 18:50,3.32,,,,2015.10.16 12:45,17.91666667,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,bloody stool
2015.10.08_G3_M6 (F)_sauton_new.0.95,19,F,Sauton,live,2015.10.15 18:50,2.51,,,,2015.10.16 12:45,17.91666667,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.08_G3_M7 (F)_sauton_new.0.95,19,F,Sauton,found.dead,2015.10.15 18:50,3.21,,,,2015.10.16 12:45,17.91666667,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.08_G3_M8 (M)_sauton_new.0.95,19,M,Sauton,found.dead,2015.10.15 18:50,3.57,,,,2015.10.16 12:45,17.91666667,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.08_G3_M9 (F)_sauton_new.0.95,19,F,Sauton,die,2015.10.15 18:50,3.08,,,,2015.10.16 12:45,17.91666667,v2,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,
2015.10.10_G4_M1 (F)_saline_new.0.85,12,F,saline,live,2015.10.17 18:55,4.09,3.98,0.11,2.689486553,2015.10.18 13:15,18.33333333,v2,4,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,
2015.10.10_G4_M3 (F)_saline_new.0.85,12,F,saline,die,2015.10.17 18:55,3.46,3.31,0.15,4.335260116,2015.10.18 13:15,18.33333333,v2,4,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,
2015.10.10_G4_M4 (M)_saline_new.0.85,12,M,saline,die,2015.10.17 18:55,3.98,3.81,0.17,4.271356784,2015.10.18 13:15,18.33333333,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.10_G4_M5 (M)_saline_new.0.95,12,M,saline,live,2015.10.17 18:55,4.11,3.99,0.12,2.919708029,2015.10.18 13:15,18.33333333,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.10_G4_M6 (F)_saline_new.0.95,12,F,saline,live,2015.10.17 18:55,3.49,3.35,0.14,4.011461318,2015.10.18 13:15,18.33333333,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.10_G4_M7 (M)_saline_new.0.95,12,M,saline,live,2015.10.17 18:55,3.93,3.77,0.16,4.071246819,2015.10.18 13:15,18.33333333,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.10_G5_M1 (F)_saline_new.0.85,13,F,saline,live,2015.10.17 19:20,3.77,3.66,0.11,2.917771883,2015.10.18 13:30,18.16666667,v2,4,7,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.10_G5_M2 (M)_saline_new.0.85,13,M,saline,live,2015.10.17 19:20,4.2,4.24,-0.04,-0.952380952,2015.10.18 13:30,18.16666667,v2,8,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2015.10.10_G5_M3 (F)_saline_new.0.85,13,F,saline,live,2015.10.17 19:20,3.83,3.66,0.17,4.438642298,2015.10.18 13:30,18.16666667,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.10_G5_M4 (M)_saline_new.0.85,13,M,saline,live,2015.10.17 19:20,3.76,3.63,0.13,3.457446809,2015.10.18 13:30,18.16666667,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,sticky poo
2015.10.10_G5_M5 (F)_saline_new.0.85,13,F,saline,live,2015.10.17 19:20,3.3,3.19,0.11,3.333333333,2015.10.18 13:30,18.16666667,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.10_G5_M6 (F)_saline_new.0.95,13,F,saline,found.dead,2015.10.17 19:20,3.78,3.65,0.13,3.439153439,2015.10.18 13:30,18.16666667,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.10_G5_M7 (F)_saline_new.0.95,13,F,saline,die,2015.10.17 19:20,3.57,3.51,0.06,1.680672269,2015.10.18 13:30,18.16666667,v2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
2015.10.10_G5_M8 (M)_saline_new.0.95,13,M,saline,live,2015.10.17 19:20,3.8,3.65,0.15,3.947368421,2015.10.18 13:30,18.16666667,v2,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,diarrhea
2015.10.10_G5_M9 (F)_saline_new.0.95,13,F,saline,live,2015.10.17 19:20,3.38,3.56,-0.18,-5.325443787,2015.10.18 13:30,18.16666667,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,may have challenged subcutaneously by accident
2015.10.11_G7_M1 (F)_BCG_old.0.95,14,F,BCG,live,2015.10.18 18:25,5.75,5.41,0.34,5.913043478,2015.10.19 12:50,18.41666667,v2,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.10.11_G7_M3 (F)_Sauton_old.0.95,14,F,Sauton,live,2015.10.18 18:25,5.93,5.56,0.37,6.239460371,2015.10.19 12:50,18.41666667,v2,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.10.12_G8_M1 (M)_saline_new.1.0,15,M,saline,die,2015.10.19 18:35,4.16,4.08,0.08,1.923076923,2015.10.20 13:00,18.41666667,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,diarrhea
2015.10.12_G8_M2 (M)_saline_new.1.0,15,M,saline,die,2015.10.19 18:35,4.75,4.44,0.31,6.526315789,2015.10.20 13:00,18.41666667,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.12_G8_M3 (F)_saline_new.1.0,15,F,saline,die,2015.10.19 18:35,4.67,4.38,0.29,6.209850107,2015.10.20 13:00,18.41666667,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G8_M4 (M)_saline_new.1.0,15,M,saline,die,2015.10.19 18:35,4.7,4.53,0.17,3.617021277,2015.10.20 13:00,18.41666667,v2,4,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,
2015.10.12_G8_M5 (M)_saline_new.1.1,15,M,saline,die,2015.10.19 18:35,4.54,,,,2015.10.20 13:00,18.41666667,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G8_M6 (F)_saline_new.1.1,15,F,saline,die,2015.10.19 18:35,4.64,4.43,0.21,4.525862069,2015.10.20 13:00,18.41666667,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G8_M7 (M)_saline_new.1.1,15,M,saline,die,2015.10.19 18:35,4.63,4.38,0.25,5.399568035,2015.10.20 13:00,18.41666667,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G9_M1 (M)_BCG_NA,16,M,BCG,die,2015.10.19 19:15,4.8,4.77,0.03,0.625,2015.10.20 13:05,17.83333333,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.12_G9_M2 (F)_BCG_NA,16,F,BCG,die,2015.10.19 19:15,4.39,4.36,0.03,0.683371298,2015.10.20 13:05,17.83333333,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G9_M3 (F)_Saut_NA,16,F,Sauton,die,2015.10.19 19:15,4.54,4.48,0.06,1.321585903,2015.10.20 13:05,17.83333333,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.12_G9_M4 (F)_Saut_NA,16,F,Sauton,die,2015.10.19 19:15,4.36,4.42,-0.06,-1.376146789,2015.10.20 13:05,17.83333333,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.25_G2_M1 (F)_Sauton_old.0.95,17,F,Sauton,die,2015.11.02 14:10,4.37,,,,2015.11.03 10:40,17.58333333,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.25_G2_M10 (F)_BCG_old.0.95,17,F,BCG,found.dead,2015.11.02 14:10,4.11,,,,2015.11.03 10:40,17.58333333,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.25_G2_M11 (M)_BCG_old.0.95,17,M,BCG,found.dead,2015.11.02 14:10,4.41,,,,2015.11.03 10:40,17.58333333,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.25_G2_M2 (M)_Sauton_old.0.95,17,M,Sauton,die,2015.11.02 14:10,3.49,,,,2015.11.03 10:40,17.58333333,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.25_G2_M3 (F)_Sauton_old.0.95,17,F,Sauton,found.dead,2015.11.02 14:10,4.32,,,,2015.11.03 10:40,17.58333333,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.25_G2_M4 (M)_Sauton_old.0.95,17,M,Sauton,die,2015.11.02 14:10,4.1,,,,2015.11.03 10:40,17.58333333,v2,4,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,
2015.10.25_G2_M5 (F)_Sauton_old.0.95,17,F,Sauton,found.dead,2015.11.02 14:10,4.71,,,,2015.11.03 10:40,17.58333333,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.25_G2_M6 (M)_Sauton_old.0.95,17,M,Sauton,found.dead,2015.11.02 14:10,5.49,,,,2015.11.03 10:40,17.58333333,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.25_G2_M7 (M)_BCG_old.0.95,17,M,BCG,die,2015.11.02 14:10,3.8,,,,2015.11.03 10:40,17.58333333,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.25_G2_M8 (F)_BCG_old.0.95,17,F,BCG,found.dead,2015.11.02 14:10,4.45,,,,2015.11.03 10:40,17.58333333,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.25_G2_M9 (M)_BCG_old.0.95,17,M,BCG,found.dead,2015.11.02 14:10,4.06,,,,2015.11.03 10:40,17.58333333,v2,4,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,
2015.10.27_G6_M1 (F)_BCG_old.0.95,18,F,BCG,live,2015.11.04 17:45,4.79,4.48,0.31,6.471816284,2015.11.05 12:25,18.66666667,v2,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,
2015.10.27_G6_M2 (M)_BCG_old.0.95,18,M,BCG,live,2015.11.04 17:45,4.72,4.7,0.02,0.423728814,2015.11.05 12:25,18.66666667,v2,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.10.27_G6_M3 (F)_BCG_old.0.95,18,F,BCG,live,2015.11.04 17:45,4.89,4.77,0.12,2.45398773,2015.11.05 12:25,18.66666667,v2,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.27_G6_M4 (F)_Sauton_old.0.95,18,F,Sauton,live,2015.11.04 17:45,4.92,4.7,0.22,4.471544715,2015.11.05 12:25,18.66666667,v2,4,6,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.27_G6_M5 (F)_Sauton_old.0.95,18,F,Sauton,found.dead,2015.11.04 17:45,4.68,4.44,0.24,5.128205128,2015.11.05 12:25,18.66666667,v2,4,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,
2015.10.27_G6_M6 (F)_Sauton_old.0.95,18,F,Sauton,found.dead,2015.11.04 17:45,4.7,4.56,0.14,2.978723404,2015.11.05 12:25,18.66666667,v2,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.11.09_G1_M1 (M)_BCG_new.0.95,20,M,BCG,die,2015.11.16 17:20,4.01,,,,2015.11.17 13:00,18.41666667,v2,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.09_G1_M2 (M)_BCG_new.0.95,20,M,BCG,found.dead,2015.11.16 17:20,3.83,,,,2015.11.17 13:00,18.41666667,v2,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,
2015.11.09_G1_M5 (M)_Sauton_new.0.95,20,M,Sauton,die,2015.11.16 17:20,4.07,,,,2015.11.17 13:00,18.41666667,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.11.09_G1_M6 (M)_Sauton_new.0.95,20,M,Sauton,die,2015.11.16 17:20,4.08,,,,2015.11.17 13:00,18.41666667,v2,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,
2015.11.09_G1_M7 (F)_Sauton_new.0.95,20,F,Sauton,found.dead,2015.11.16 17:20,3.96,,,,2015.11.17 13:00,18.41666667,v2,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,diarrhea
2015.11.09_G1_M8 (F)_Sauton_new.0.95,20,F,Sauton,found.dead,2015.11.16 17:20,3.95,,,,2015.11.17 13:00,18.41666667,v2,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,subcut. Injection
2015.11.10_G2_M1 (M)_Sauton_new.0.95,21,M,Sauton,live,2015.11.18 17:55,3.23,,,,2015.11.19 13:30,18.92,v2,7,5,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.11.10_G2_M3 (M)_Sauton_new.0.95,21,M,Sauton,found.dead,2015.11.18 17:55,3.17,,,,2015.11.19 13:30,18.92,v2,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.10_G2_M4 (F)_Sauton_new.0.95,21,F,Sauton,found.dead,2015.11.18 17:55,3.4,,,,2015.11.19 13:30,18.92,v2,6,6,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.11.10_G2_M5 (F)_BCG_new.0.95,21,F,BCG,live,2015.11.18 17:55,3.31,,,,2015.11.19 13:30,18.92,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.11.10_G2_M6 (M)_BCG_new.0.95,21,M,BCG,live,2015.11.18 17:55,3.43,,,,2015.11.19 13:30,18.92,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.11.10_G2_M7 (F)_BCG_new.0.95,21,F,BCG,live,2015.11.18 17:55,3.44,,,,2015.11.19 13:30,18.92,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.10_G2_M8 (M)_BCG_new.0.95,21,M,BCG,live,2015.11.18 17:55,3.13,,,,2015.11.19 13:30,18.92,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.10_G3_M1 (M)_BCG_new.0.95,22,M,BCG,found.dead,2015.11.19 18:10,3.68,3.47,0.21,5.706521739,2015.11.20 13:00,18.83,v2,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.10_G3_M2 (F)_BCG_new.0.95,22,F,BCG,die,2015.11.19 18:10,3.78,3.55,0.23,6.084656085,2015.11.20 13:00,18.83,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.11.10_G3_M3 (M)_BCG_new.0.95,22,M,BCG,live,2015.11.19 18:10,3.65,3.87,-0.22,-6.02739726,2015.11.20 13:00,18.83,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.11.10_G3_M4 (F)_BCG_new.0.95,22,F,BCG,found.dead,2015.11.19 18:10,3.58,3.37,0.21,5.865921788,2015.11.20 13:00,18.83,v2,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
2015.11.10_G3_M5 (F)_Sauton_new.0.95,22,F,Sauton,found.dead,2015.11.19 18:10,3.8,3.6,0.2,5.263157895,2015.11.20 13:00,18.83,v2,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
