pupID,litter,sex,outcome,challenge.time,weight.challenge,weight,ch.weight,pch.weight,time,hr.post.challenge ,visit,score.overall,score.left,score.right,rights.mobile.overall,rights.shakey.overall,rights.lethargic.overall,rights.nonmobile.overall,ftr.one.side.overall,ftr.mobile.hips.over,ftr.lethargic.hips.overall,ftr.lethargic.two.visits.overall,ftr.nonmobile.hips.overall,rights.mobile.left,rights.shakey.left,rights.lethargic.left,rights.nonmobile.left,rights.only.left,ftr.mobile.hips.left,ftr.lethargic.hips.left,ftr.lethargic.two.visits.left,ftr.nonmobile.hips.left,rights.mobile.right,rights.shakey.right,rights.lethargic.right,rights.nonmobile.right,rightss.only.right,ftr.mobile.hips.right,ftr.lethargic.hips.right,ftr.lethargic.two.visits.right,ftr.nonmobile.hips.right,obs.found.dead,observations
2015.10.10_G5_M6 (F)_saline_new.0.95,13,F,found.dead,2015.10.17 19:20,3.78,3.77,0.01,0.264550265,2015.10.18 08:35,13.25,v1,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,
2015.10.10_G5_M6 (F)_saline_new.0.95,13,F,found.dead,2015.10.17 19:20,3.78,3.65,0.13,3.439153439,2015.10.18 13:30,18.16666667,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.10_G5_M6 (F)_saline_new.0.95,13,F,found.dead,2015.10.17 19:20,3.78,3.59,-0.19,-5.026455026,2015.10.18 19:25,24.08333333,v3,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.10_G5_M7 (F)_saline_new.0.95,13,F,die,2015.10.17 19:20,3.57,3.57,0,0,2015.10.18 08:35,13.25,v1,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.10.10_G5_M7 (F)_saline_new.0.95,13,F,die,2015.10.17 19:20,3.57,3.51,0.06,1.680672269,2015.10.18 13:30,18.16666667,v2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
2015.10.10_G5_M8 (M)_saline_new.0.95,13,M,live,2015.10.17 19:20,3.8,3.76,0.04,1.052631579,2015.10.18 08:35,13.25,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.10_G5_M8 (M)_saline_new.0.95,13,M,live,2015.10.17 19:20,3.8,3.65,0.15,3.947368421,2015.10.18 13:30,18.16666667,v2,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,diarrhea
2015.10.10_G5_M8 (M)_saline_new.0.95,13,M,live,2015.10.17 19:20,3.8,3.6,-0.2,-5.263157895,2015.10.18 19:25,24.08333333,v3,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.10.10_G5_M9 (F)_saline_new.0.95,13,F,live,2015.10.17 19:20,3.38,3.53,-0.15,-4.437869822,2015.10.18 08:35,13.25,v1,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,may have challenged subcutaneously by accident
2015.10.10_G5_M9 (F)_saline_new.0.95,13,F,live,2015.10.17 19:20,3.38,3.56,-0.18,-5.325443787,2015.10.18 13:30,18.16666667,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,may have challenged subcutaneously by accident
2015.10.10_G5_M9 (F)_saline_new.0.95,13,F,live,2015.10.17 19:20,3.38,3.59,0.21,6.213017751,2015.10.18 19:25,24.08333333,v3,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,may have challenged subcutaneously by accident
2015.10.11_G7_M3 (F)_Sauton_old.0.95,14,F,live,2015.10.18 18:25,5.93,5.79,0.14,2.360876897,2015.10.19 08:40,14.25,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.11_G7_M3 (F)_Sauton_old.0.95,14,F,live,2015.10.18 18:25,5.93,5.56,0.37,6.239460371,2015.10.19 12:50,18.41666667,v2,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.10.11_G7_M3 (F)_Sauton_old.0.95,14,F,live,2015.10.18 18:25,5.93,5.67,-0.26,-4.384485666,2015.10.19 19:45,25.33333333,v3,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.10.12_G8_M1 (M)_saline_new.1.0,15,M,die,2015.10.19 18:35,4.16,4.11,0.05,1.201923077,2015.10.20 08:35,14,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.12_G8_M1 (M)_saline_new.1.0,15,M,die,2015.10.19 18:35,4.16,4.08,0.08,1.923076923,2015.10.20 13:00,18.41666667,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,diarrhea
2015.10.12_G8_M1 (M)_saline_new.1.0,15,M,die,2015.10.19 18:35,4.16,3.9,-0.26,-6.25,2015.10.20 18:45,24.16666667,v3,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G8_M2 (M)_saline_new.1.0,15,M,die,2015.10.19 18:35,4.75,4.54,0.21,4.421052632,2015.10.20 08:35,14,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.12_G8_M2 (M)_saline_new.1.0,15,M,die,2015.10.19 18:35,4.75,4.44,0.31,6.526315789,2015.10.20 13:00,18.41666667,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.12_G8_M2 (M)_saline_new.1.0,15,M,die,2015.10.19 18:35,4.75,4.32,-0.43,-9.052631579,2015.10.20 18:45,24.16666667,v3,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G8_M3 (F)_saline_new.1.0,15,F,die,2015.10.19 18:35,4.67,4.58,0.09,1.927194861,2015.10.20 08:35,14,v1,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G8_M3 (F)_saline_new.1.0,15,F,die,2015.10.19 18:35,4.67,4.38,0.29,6.209850107,2015.10.20 13:00,18.41666667,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G8_M3 (F)_saline_new.1.0,15,F,die,2015.10.19 18:35,4.67,4.38,-0.29,-6.209850107,2015.10.20 18:45,24.16666667,v3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
2015.10.12_G8_M4 (M)_saline_new.1.0,15,M,die,2015.10.19 18:35,4.7,4.56,0.14,2.978723404,2015.10.20 08:35,14,v1,4,6,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G8_M4 (M)_saline_new.1.0,15,M,die,2015.10.19 18:35,4.7,4.53,0.17,3.617021277,2015.10.20 13:00,18.41666667,v2,4,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,
2015.10.12_G8_M4 (M)_saline_new.1.0,15,M,die,2015.10.19 18:35,4.7,4.3,-0.4,-8.510638298,2015.10.20 18:45,24.16666667,v3,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G8_M5 (M)_saline_new.1.1,15,M,die,2015.10.19 18:35,4.54,4.46,0.08,1.762114537,2015.10.20 08:35,14,v1,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G8_M5 (M)_saline_new.1.1,15,M,die,2015.10.19 18:35,4.54,,,,2015.10.20 13:00,18.41666667,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G8_M5 (M)_saline_new.1.1,15,M,die,2015.10.19 18:35,4.54,4.3,-0.24,-5.286343612,2015.10.20 18:45,24.16666667,v3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
2015.10.12_G8_M6 (F)_saline_new.1.1,15,F,die,2015.10.19 18:35,4.64,4.5,0.14,3.017241379,2015.10.20 08:35,14,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G8_M6 (F)_saline_new.1.1,15,F,die,2015.10.19 18:35,4.64,4.43,0.21,4.525862069,2015.10.20 13:00,18.41666667,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G8_M6 (F)_saline_new.1.1,15,F,die,2015.10.19 18:35,4.64,4.32,-0.32,-6.896551724,2015.10.20 18:45,24.16666667,v3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
2015.10.12_G8_M7 (M)_saline_new.1.1,15,M,die,2015.10.19 18:35,4.63,4.47,0.16,3.455723542,2015.10.20 08:35,14,v1,4,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,
2015.10.12_G8_M7 (M)_saline_new.1.1,15,M,die,2015.10.19 18:35,4.63,4.38,0.25,5.399568035,2015.10.20 13:00,18.41666667,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G8_M7 (M)_saline_new.1.1,15,M,die,2015.10.19 18:35,4.63,4.35,-0.28,-6.047516199,2015.10.20 18:45,24.16666667,v3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
2015.10.12_G9_M3 (F)_Saut_NA,16,F,die,2015.10.19 19:15,4.54,4.58,-0.04,-0.881057269,2015.10.20 08:25,13.16666667,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G9_M3 (F)_Saut_NA,16,F,die,2015.10.19 19:15,4.54,4.48,0.06,1.321585903,2015.10.20 13:05,17.83333333,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.12_G9_M3 (F)_Saut_NA,16,F,die,2015.10.19 19:15,4.54,4.22,-0.32,-7.04845815,2015.10.20 18:55,23.66666667,v3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
2015.10.12_G9_M4 (F)_Saut_NA,16,F,die,2015.10.19 19:15,4.36,4.44,-0.08,-1.834862385,2015.10.20 08:25,13.16666667,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.12_G9_M4 (F)_Saut_NA,16,F,die,2015.10.19 19:15,4.36,4.42,-0.06,-1.376146789,2015.10.20 13:05,17.83333333,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.12_G9_M4 (F)_Saut_NA,16,F,die,2015.10.19 19:15,4.36,4.19,-0.17,-3.899082569,2015.10.20 18:55,23.66666667,v3,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.25_G2_M1 (F)_Sauton_old.0.95,17,F,die,2015.11.02 14:10,4.37,4.37,0,0,2015.11.03 07:50,14.75,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.25_G2_M1 (F)_Sauton_old.0.95,17,F,die,2015.11.02 14:10,4.37,,,,2015.11.03 10:40,17.58333333,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.25_G2_M1 (F)_Sauton_old.0.95,17,F,die,2015.11.02 14:10,4.37,,,,2015.11.03 17:55,24.83333333,v3,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.25_G2_M2 (M)_Sauton_old.0.95,17,M,die,2015.11.02 14:10,3.49,3.48,0.01,0.286532951,2015.11.03 07:50,14.75,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.25_G2_M2 (M)_Sauton_old.0.95,17,M,die,2015.11.02 14:10,3.49,,,,2015.11.03 10:40,17.58333333,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.25_G2_M2 (M)_Sauton_old.0.95,17,M,die,2015.11.02 14:10,3.49,,,,2015.11.03 17:55,24.83333333,v3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
2015.10.25_G2_M3 (F)_Sauton_old.0.95,17,F,found.dead,2015.11.02 14:10,4.32,4.29,0.03,0.694444444,2015.11.03 07:50,14.75,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,diarrhea
2015.10.25_G2_M3 (F)_Sauton_old.0.95,17,F,found.dead,2015.11.02 14:10,4.32,,,,2015.11.03 10:40,17.58333333,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.25_G2_M3 (F)_Sauton_old.0.95,17,F,found.dead,2015.11.02 14:10,4.32,,,,2015.11.03 17:55,24.83333333,v3,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.25_G2_M4 (M)_Sauton_old.0.95,17,M,die,2015.11.02 14:10,4.1,4.11,-0.01,-0.243902439,2015.11.03 07:50,14.75,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.25_G2_M4 (M)_Sauton_old.0.95,17,M,die,2015.11.02 14:10,4.1,,,,2015.11.03 10:40,17.58333333,v2,4,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,
2015.10.25_G2_M4 (M)_Sauton_old.0.95,17,M,die,2015.11.02 14:10,4.1,,,,2015.11.03 17:55,24.83333333,v3,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.25_G2_M5 (F)_Sauton_old.0.95,17,F,found.dead,2015.11.02 14:10,4.71,4.68,0.03,0.636942675,2015.11.03 07:50,14.75,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.25_G2_M5 (F)_Sauton_old.0.95,17,F,found.dead,2015.11.02 14:10,4.71,,,,2015.11.03 10:40,17.58333333,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.25_G2_M5 (F)_Sauton_old.0.95,17,F,found.dead,2015.11.02 14:10,4.71,,,,2015.11.03 17:55,24.83333333,v3,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.25_G2_M6 (M)_Sauton_old.0.95,17,M,found.dead,2015.11.02 14:10,5.49,5.45,0.04,0.72859745,2015.11.03 07:50,14.75,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.25_G2_M6 (M)_Sauton_old.0.95,17,M,found.dead,2015.11.02 14:10,5.49,,,,2015.11.03 10:40,17.58333333,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.25_G2_M6 (M)_Sauton_old.0.95,17,M,found.dead,2015.11.02 14:10,5.49,,,,2015.11.03 17:55,24.83333333,v3,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.10.27_G6_M4 (F)_Sauton_old.0.95,18,F,live,2015.11.04 17:45,4.92,4.76,0.16,3.25203252,2015.11.05 08:40,14.91666667,v1,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.27_G6_M4 (F)_Sauton_old.0.95,18,F,live,2015.11.04 17:45,4.92,4.7,0.22,4.471544715,2015.11.05 12:25,18.66666667,v2,4,6,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.27_G6_M4 (F)_Sauton_old.0.95,18,F,live,2015.11.04 17:45,4.92,4.8,-0.12,-2.43902439,2015.11.05 17:40,23.91666667,v3,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,diarrhea
2015.10.27_G6_M5 (F)_Sauton_old.0.95,18,F,found.dead,2015.11.04 17:45,4.68,4.47,0.21,4.487179487,2015.11.05 08:40,14.91666667,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.27_G6_M5 (F)_Sauton_old.0.95,18,F,found.dead,2015.11.04 17:45,4.68,4.44,0.24,5.128205128,2015.11.05 12:25,18.66666667,v2,4,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,
2015.10.27_G6_M5 (F)_Sauton_old.0.95,18,F,found.dead,2015.11.04 17:45,4.68,4.35,-0.33,-7.051282051,2015.11.05 17:40,23.91666667,v3,FD,FD,FD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
2015.10.27_G6_M6 (F)_Sauton_old.0.95,18,F,found.dead,2015.11.04 17:45,4.7,4.63,0.07,1.489361702,2015.11.05 08:40,14.91666667,v1,4,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,
2015.10.27_G6_M6 (F)_Sauton_old.0.95,18,F,found.dead,2015.11.04 17:45,4.7,4.56,0.14,2.978723404,2015.11.05 12:25,18.66666667,v2,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.10.27_G6_M6 (F)_Sauton_old.0.95,18,F,found.dead,2015.11.04 17:45,4.7,4.35,-0.35,-7.446808511,2015.11.05 17:40,23.91666667,v3,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.09_G1_M5 (M)_Sauton_new.0.95,20,M,die,2015.11.16 17:20,4.07,3.99,0.08,1.965601966,2015.11.17 08:20,13.75,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.11.09_G1_M5 (M)_Sauton_new.0.95,20,M,die,2015.11.16 17:20,4.07,,,,2015.11.17 13:00,18.41666667,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.11.09_G1_M5 (M)_Sauton_new.0.95,20,M,die,2015.11.16 17:20,4.07,3.81,-0.26,-6.388206388,2015.11.17 18:20,23.75,v3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,diarrhea
2015.11.09_G1_M6 (M)_Sauton_new.0.95,20,M,die,2015.11.16 17:20,4.08,3.97,0.11,2.696078431,2015.11.17 08:20,13.75,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.11.09_G1_M6 (M)_Sauton_new.0.95,20,M,die,2015.11.16 17:20,4.08,,,,2015.11.17 13:00,18.41666667,v2,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,
2015.11.09_G1_M6 (M)_Sauton_new.0.95,20,M,die,2015.11.16 17:20,4.08,3.83,-0.25,-6.12745098,2015.11.17 18:20,23.75,v3,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.09_G1_M7 (F)_Sauton_new.0.95,20,F,found.dead,2015.11.16 17:20,3.96,3.88,0.08,2.02020202,2015.11.17 08:20,13.75,v1,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,
2015.11.09_G1_M7 (F)_Sauton_new.0.95,20,F,found.dead,2015.11.16 17:20,3.96,,,,2015.11.17 13:00,18.41666667,v2,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,diarrhea
2015.11.09_G1_M7 (F)_Sauton_new.0.95,20,F,found.dead,2015.11.16 17:20,3.96,3.7,-0.26,-6.565656566,2015.11.17 18:20,23.75,v3,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.09_G1_M8 (F)_Sauton_new.0.95,20,F,found.dead,2015.11.16 17:20,3.95,3.89,0.06,1.518987342,2015.11.17 08:20,13.75,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,subcut. Injection
2015.11.09_G1_M8 (F)_Sauton_new.0.95,20,F,found.dead,2015.11.16 17:20,3.95,,,,2015.11.17 13:00,18.41666667,v2,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,subcut. Injection
2015.11.09_G1_M8 (F)_Sauton_new.0.95,20,F,found.dead,2015.11.16 17:20,3.95,3.68,-0.27,-6.835443038,2015.11.17 18:20,23.75,v3,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,subcut. Injection
2015.11.10_G2_M1 (M)_Sauton_new.0.95,21,M,live,2015.11.18 17:55,3.23,3.09,0.14,4.334365325,2015.11.19 8:35,14,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.11.10_G2_M1 (M)_Sauton_new.0.95,21,M,live,2015.11.18 17:55,3.23,,,,2015.11.19 13:30,18.92,v2,7,5,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.11.10_G2_M1 (M)_Sauton_new.0.95,21,M,live,2015.11.18 17:55,3.23,3.14,-0.09,-2.786377709,2015.11.19 18:30,23.92,v3,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.11.10_G2_M3 (M)_Sauton_new.0.95,21,M,found.dead,2015.11.18 17:55,3.17,3.17,0,0,2015.11.19 8:35,14,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.11.10_G2_M3 (M)_Sauton_new.0.95,21,M,found.dead,2015.11.18 17:55,3.17,,,,2015.11.19 13:30,18.92,v2,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.10_G2_M3 (M)_Sauton_new.0.95,21,M,found.dead,2015.11.18 17:55,3.17,3,-0.17,-5.362776025,2015.11.19 18:30,23.92,v3,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.10_G2_M4 (F)_Sauton_new.0.95,21,F,found.dead,2015.11.18 17:55,3.4,3.43,-0.03,-0.882352941,2015.11.19 8:35,14,v1,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.11.10_G2_M4 (F)_Sauton_new.0.95,21,F,found.dead,2015.11.18 17:55,3.4,,,,2015.11.19 13:30,18.92,v2,6,6,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.11.10_G2_M4 (F)_Sauton_new.0.95,21,F,found.dead,2015.11.18 17:55,3.4,3.13,-0.27,-7.941176471,2015.11.19 18:30,23.92,v3,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.11.10_G3_M5 (F)_Sauton_new.0.95,22,F,found.dead,2015.11.19 18:10,3.8,3.62,0.18,4.736842105,2015.11.20 8:25,14.25,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.11.10_G3_M5 (F)_Sauton_new.0.95,22,F,found.dead,2015.11.19 18:10,3.8,3.6,0.2,5.263157895,2015.11.20 13:00,18.83,v2,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
2015.11.10_G3_M5 (F)_Sauton_new.0.95,22,F,found.dead,2015.11.19 18:10,3.8,3.53,-0.27,-7.105263158,2015.11.20 18:10,24,v3,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
2015.11.10_G3_M6 (M)_Sauton_new.0.95,22,M,die,2015.11.19 18:10,3.82,3.74,0.08,2.094240838,2015.11.20 8:25,14.25,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.11.10_G3_M6 (M)_Sauton_new.0.95,22,M,die,2015.11.19 18:10,3.82,3.69,0.13,3.403141361,2015.11.20 13:00,18.83,v2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
