pupID,litter,sex,outcome,challenge.time,weight.challenge,weight,ch.weight,pch.weight,time,hr.post.challenge ,visit,score.overall,score.left,score.right,rights.mobile.overall,rights.shakey.overall,rights.lethargic.overall,rights.nonmobile.overall,ftr.one.side.overall,ftr.mobile.hips.over,ftr.lethargic.hips.overall,ftr.lethargic.two.visits.overall,ftr.nonmobile.hips.overall,rights.mobile.left,rights.shakey.left,rights.lethargic.left,rights.nonmobile.left,rights.only.left,ftr.mobile.hips.left,ftr.lethargic.hips.left,ftr.lethargic.two.visits.left,ftr.nonmobile.hips.left,rights.mobile.right,rights.shakey.right,rights.lethargic.right,rights.nonmobile.right,rightss.only.right,ftr.mobile.hips.right,ftr.lethargic.hips.right,ftr.lethargic.two.visits.right,ftr.nonmobile.hips.right,obs.found.dead,observations
2015.08.29_F1_M5 (M)_Sauton_old.0.95,7,M,die,2015.09.05 20:00,3.73,,,,2015.09.06 12:15,16.25,v2,4,,,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.08.29_F1_M5 (M)_Sauton_old.0.95,7,M,die,2015.09.05 20:00,3.73,3.6,-0.13,-3.485254692,2015.09.06 17:30,21.5,v3,6,,,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.08.29_F1_M6 (F)_Sauton_old.0.95,7,F,die,2015.09.05 20:00,3.8,3.86,-0.06,-1.578947368,2015.09.06 08:05,12.08333333,v1,2,,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,0,
2015.08.29_F1_M6 (F)_Sauton_old.0.95,7,F,die,2015.09.05 20:00,3.8,,,,2015.09.06 12:15,16.25,v2,2,,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,0,
2015.08.29_F1_M6 (F)_Sauton_old.0.95,7,F,die,2015.09.05 20:00,3.8,3.7,-0.1,-2.631578947,2015.09.06 17:30,21.5,v3,0,,,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,0,
2015.08.29_F1_M7 (F)_Sauton_old.0.95,9,F,live,2015.09.05 20:00,3.54,,,,2015.09.06 12:15,16.25,v2,3,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.08.29_F1_M7 (F)_Sauton_old.0.95,9,F,live,2015.09.05 20:00,3.54,3.4,-0.14,-3.95480226,2015.09.06 17:30,21.5,v3,6,,,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.08.29_F2_M4 (M)_Sauton_NA,8,M,die,2015.09.04 20:00,5.69,5.71,-0.02,-0.351493849,2015.09.06 08:20,12.33333333,v1,2,,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,0,
2015.08.29_F2_M4 (M)_Sauton_NA,8,M,die,2015.09.04 20:00,5.69,,,,2015.09.06 11:20,15.33333333,v2,6,,,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.08.29_F2_M4 (M)_Sauton_NA,8,M,die,2015.09.04 20:00,5.69,5.47,-0.22,-3.866432337,2015.09.06 17:30,21.5,v3,4,,,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,0,
2015.09.05_G2_M1 (F)_Sauton_old.0.95,10,F,die,2015.09.13 20:10,4.9,4.61,0.29,5.918367347,2015.09.14 10:45,14.58333333,v1,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.09.05_G2_M1 (F)_Sauton_old.0.95,10,F,die,2015.09.13 20:10,4.9,,,,2015.09.14 16:10,20,v2,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,diarrhea
2015.09.05_G2_M1 (F)_Sauton_old.0.95,10,F,die,2015.09.13 20:10,4.9,4.44,-0.46,-9.387755102,2015.09.14 23:30,27.33333333,v3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
2015.09.05_G2_M2 (M)_Sauton_old.0.95,10,M,die,2015.09.13 20:10,5.2,4.97,0.23,4.423076923,2015.09.14 10:45,14.58333333,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.09.05_G2_M2 (M)_Sauton_old.0.95,10,M,die,2015.09.13 20:10,5.2,,,,2015.09.14 16:10,20,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.09.05_G2_M2 (M)_Sauton_old.0.95,10,M,die,2015.09.13 20:10,5.2,4.78,-0.42,-8.076923077,2015.09.14 23:30,27.33333333,v3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
2015.09.05_G2_M3 (F)_Sauton_old.0.95,10,F,die,2015.09.13 20:10,5.12,4.75,0.37,7.2265625,2015.09.14 10:45,14.58333333,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.09.05_G2_M3 (F)_Sauton_old.0.95,10,F,die,2015.09.13 20:10,5.12,,,,2015.09.14 16:10,20,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.09.05_G2_M3 (F)_Sauton_old.0.95,10,F,die,2015.09.13 20:10,5.12,4.59,-0.53,-10.3515625,2015.09.14 23:30,27.33333333,v3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
2015.09.05_G2_M4 (M)_Sauton_old.0.95,10,M,found.dead,2015.09.13 20:10,4.68,4.56,0.12,2.564102564,2015.09.14 10:45,14.58333333,v1,4,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,
2015.09.05_G2_M4 (M)_Sauton_old.0.95,10,M,found.dead,2015.09.13 20:10,4.68,,,,2015.09.14 16:10,20,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.09.05_G2_M4 (M)_Sauton_old.0.95,10,M,found.dead,2015.09.13 20:10,4.68,4.25,-0.43,-9.188034188,2015.09.14 23:30,27.33333333,v3,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.09.07_G3_M1 (M)_Sauton_old.0.95,11,M,die,2015.09.14 17:15,5.01,4.86,0.15,2.994011976,2015.09.15 8:45,15.5,v1,4,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,
2015.09.07_G3_M1 (M)_Sauton_old.0.95,11,M,die,2015.09.14 17:15,5.01,,,,2015.09.15 13:08,19.88333333,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.09.07_G3_M1 (M)_Sauton_old.0.95,11,M,die,2015.09.14 17:15,5.01,,,,2015.09.15 17:30,24.25,v3,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.09.07_G3_M2 (F)_Sauton_old.0.95,11,F,found.dead,2015.09.14 17:15,5.67,5.47,0.2,3.527336861,2015.09.15 8:45,15.5,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.09.07_G3_M2 (F)_Sauton_old.0.95,11,F,found.dead,2015.09.14 17:15,5.67,,,,2015.09.15 13:08,19.88333333,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.09.07_G3_M2 (F)_Sauton_old.0.95,11,F,found.dead,2015.09.14 17:15,5.67,5.39,-0.28,-4.938271605,2015.09.15 17:30,24.25,v3,FD,FD,FD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
2015.09.07_G3_M3 (M)_Sauton_old.0.95,11,M,found.dead,2015.09.14 17:15,5.56,5.62,-0.06,-1.079136691,2015.09.15 8:45,15.5,v1,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.09.07_G3_M3 (M)_Sauton_old.0.95,11,M,found.dead,2015.09.14 17:15,5.56,,,,2015.09.15 13:08,19.88333333,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.09.07_G3_M3 (M)_Sauton_old.0.95,11,M,found.dead,2015.09.14 17:15,5.56,,,,2015.09.15 17:30,24.25,v3,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.09.07_G3_M4 (F)_Sauton_old.0.95,11,F,die,2015.09.14 17:15,5.49,5.37,0.12,2.18579235,2015.09.15 8:45,15.5,v1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,diarrhea
2015.10.08_G3_M1 (F)_no.vaccination_new.0.85,19,F,live,2015.10.15 18:50,3.27,3.3,-0.03,-0.917431193,2015.10.16 09:00,14.16666667,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.08_G3_M1 (F)_no.vaccination_new.0.85,19,F,live,2015.10.15 18:50,3.27,,,,2015.10.16 12:45,17.91666667,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.08_G3_M1 (F)_no.vaccination_new.0.85,19,F,live,2015.10.15 18:50,3.27,3.39,0.12,3.669724771,2015.10.16 18:20,23.56666667,v3,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.08_G3_M10 (M)_sauton_new.0.95,19,M,die,2015.10.15 18:50,3.39,3.42,-0.03,-0.884955752,2015.10.16 09:00,14.16666667,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.08_G3_M10 (M)_sauton_new.0.95,19,M,die,2015.10.15 18:50,3.39,,,,2015.10.16 12:45,17.91666667,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.08_G3_M10 (M)_sauton_new.0.95,19,M,die,2015.10.15 18:50,3.39,3.26,-0.13,-3.83480826,2015.10.16 18:20,23.56666667,v3,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.08_G3_M2 (M)_no.vaccination_new.0.85,19,M,live,2015.10.15 18:50,3.26,3.21,0.05,1.533742331,2015.10.16 09:00,14.16666667,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.08_G3_M2 (M)_no.vaccination_new.0.85,19,M,live,2015.10.15 18:50,3.26,,,,2015.10.16 12:45,17.91666667,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.08_G3_M2 (M)_no.vaccination_new.0.85,19,M,live,2015.10.15 18:50,3.26,3.27,0.01,0.306748466,2015.10.16 18:20,23.56666667,v3,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.08_G3_M3 (F)_no.vaccination_new.0.85,19,F,live,2015.10.15 18:50,3.63,3.68,-0.05,-1.377410468,2015.10.16 09:00,14.16666667,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.08_G3_M3 (F)_no.vaccination_new.0.85,19,F,live,2015.10.15 18:50,3.63,,,,2015.10.16 12:45,17.91666667,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.08_G3_M3 (F)_no.vaccination_new.0.85,19,F,live,2015.10.15 18:50,3.63,3.48,-0.15,-4.132231405,2015.10.16 18:20,23.56666667,v3,4,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,
2015.10.08_G3_M4 (M)_no.vaccination_new.0.85,19,M,found.dead,2015.10.15 18:50,3.22,3.23,-0.01,-0.310559006,2015.10.16 09:00,14.16666667,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.08_G3_M4 (M)_no.vaccination_new.0.85,19,M,found.dead,2015.10.15 18:50,3.22,,,,2015.10.16 12:45,17.91666667,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.08_G3_M4 (M)_no.vaccination_new.0.85,19,M,found.dead,2015.10.15 18:50,3.22,3.05,-0.17,-5.279503106,2015.10.16 18:20,23.56666667,v3,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.08_G3_M5 (F)_no.vaccination_new.0.85,19,F,found.dead,2015.10.15 18:50,3.32,3.37,-0.05,-1.506024096,2015.10.16 09:00,14.16666667,v1,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.08_G3_M5 (F)_no.vaccination_new.0.85,19,F,found.dead,2015.10.15 18:50,3.32,,,,2015.10.16 12:45,17.91666667,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,bloody stool
2015.10.08_G3_M5 (F)_no.vaccination_new.0.85,19,F,found.dead,2015.10.15 18:50,3.32,3.17,-0.15,-4.518072289,2015.10.16 18:20,23.56666667,v3,4,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,
2015.10.08_G3_M6 (F)_sauton_new.0.95,19,F,live,2015.10.15 18:50,2.51,2.43,0.08,3.187250996,2015.10.16 09:00,14.16666667,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.08_G3_M6 (F)_sauton_new.0.95,19,F,live,2015.10.15 18:50,2.51,,,,2015.10.16 12:45,17.91666667,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.08_G3_M6 (F)_sauton_new.0.95,19,F,live,2015.10.15 18:50,2.51,2.51,0,0,2015.10.16 18:20,23.56666667,v3,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.08_G3_M7 (F)_sauton_new.0.95,19,F,found.dead,2015.10.15 18:50,3.21,3.23,-0.02,-0.62305296,2015.10.16 09:00,14.16666667,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.08_G3_M7 (F)_sauton_new.0.95,19,F,found.dead,2015.10.15 18:50,3.21,,,,2015.10.16 12:45,17.91666667,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.08_G3_M7 (F)_sauton_new.0.95,19,F,found.dead,2015.10.15 18:50,3.21,3.08,-0.13,-4.049844237,2015.10.16 18:20,23.56666667,v3,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.08_G3_M8 (M)_sauton_new.0.95,19,M,found.dead,2015.10.15 18:50,3.57,3.59,-0.02,-0.56022409,2015.10.16 09:00,14.16666667,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.08_G3_M8 (M)_sauton_new.0.95,19,M,found.dead,2015.10.15 18:50,3.57,,,,2015.10.16 12:45,17.91666667,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.08_G3_M8 (M)_sauton_new.0.95,19,M,found.dead,2015.10.15 18:50,3.57,3.48,-0.09,-2.521008403,2015.10.16 18:20,23.56666667,v3,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2015.10.08_G3_M9 (F)_sauton_new.0.95,19,F,die,2015.10.15 18:50,3.08,3.09,-0.01,-0.324675325,2015.10.16 09:00,14.16666667,v1,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.08_G3_M9 (F)_sauton_new.0.95,19,F,die,2015.10.15 18:50,3.08,,,,2015.10.16 12:45,17.91666667,v2,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,
2015.10.08_G3_M9 (F)_sauton_new.0.95,19,F,die,2015.10.15 18:50,3.08,2.98,-0.1,-3.246753247,2015.10.16 18:20,23.56666667,v3,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.10_G4_M1 (F)_saline_new.0.85,12,F,live,2015.10.17 18:55,4.09,4.06,0.11,2.689486553,2015.10.18 13:15,13.33333333,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.10_G4_M1 (F)_saline_new.0.85,12,F,live,2015.10.17 18:55,4.09,3.98,0.11,2.689486553,2015.10.18 13:15,18.33333333,v2,4,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,
2015.10.10_G4_M1 (F)_saline_new.0.85,12,F,live,2015.10.17 18:55,4.09,3.77,-0.32,-7.82396088,2015.10.10 19:05,24.16666667,v3,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.10_G4_M3 (F)_saline_new.0.85,12,F,die,2015.10.17 18:55,3.46,3.31,0.15,4.335260116,2015.10.18 13:15,13.33333333,v1,4,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,
2015.10.10_G4_M3 (F)_saline_new.0.85,12,F,die,2015.10.17 18:55,3.46,3.31,0.15,4.335260116,2015.10.18 13:15,18.33333333,v2,4,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,
2015.10.10_G4_M3 (F)_saline_new.0.85,12,F,die,2015.10.17 18:55,3.46,3.23,-0.23,-6.647398844,2015.10.18 19:05,24.16666667,v3,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.10_G4_M4 (M)_saline_new.0.85,12,M,die,2015.10.17 18:55,3.98,3.81,0.17,4.271356784,2015.10.18 13:15,13.33333333,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.10_G4_M4 (M)_saline_new.0.85,12,M,die,2015.10.17 18:55,3.98,3.81,0.17,4.271356784,2015.10.18 13:15,18.33333333,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.10_G4_M4 (M)_saline_new.0.85,12,M,die,2015.10.17 18:55,3.98,3.66,-0.32,-8.040201005,2015.10.18 19:05,24.16666667,v3,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.10_G4_M5 (M)_saline_new.0.95,12,M,live,2015.10.17 18:55,4.11,3.99,0.12,2.919708029,2015.10.18 13:15,13.33333333,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.10_G4_M5 (M)_saline_new.0.95,12,M,live,2015.10.17 18:55,4.11,3.99,0.12,2.919708029,2015.10.18 13:15,18.33333333,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.10_G4_M5 (M)_saline_new.0.95,12,M,live,2015.10.17 18:55,4.11,3.92,-0.19,-4.622871046,2015.10.10 19:05,24.16666667,v3,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.10_G4_M6 (F)_saline_new.0.95,12,F,live,2015.10.17 18:55,3.49,3.35,0.14,4.011461318,2015.10.18 13:15,13.33333333,v1,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.10.10_G4_M6 (F)_saline_new.0.95,12,F,live,2015.10.17 18:55,3.49,3.35,0.14,4.011461318,2015.10.18 13:15,18.33333333,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.10_G4_M6 (F)_saline_new.0.95,12,F,live,2015.10.17 18:55,3.49,3.4,-0.09,-2.578796562,2015.10.10 19:05,24.16666667,v3,4,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,
2015.10.10_G4_M7 (M)_saline_new.0.95,12,M,live,2015.10.17 18:55,3.93,3.77,0.16,4.071246819,2015.10.18 13:15,13.33333333,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.10_G4_M7 (M)_saline_new.0.95,12,M,live,2015.10.17 18:55,3.93,3.77,0.16,4.071246819,2015.10.18 13:15,18.33333333,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.10_G4_M7 (M)_saline_new.0.95,12,M,live,2015.10.17 18:55,3.93,3.69,-0.24,-6.106870229,2015.10.10 19:05,24.16666667,v3,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.10.10_G5_M1 (F)_saline_new.0.85,13,F,live,2015.10.17 19:20,3.77,3.72,0.05,1.326259947,2015.10.18 08:35,13.25,v1,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,
2015.10.10_G5_M1 (F)_saline_new.0.85,13,F,live,2015.10.17 19:20,3.77,3.66,0.11,2.917771883,2015.10.18 13:30,18.16666667,v2,4,7,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.10_G5_M1 (F)_saline_new.0.85,13,F,live,2015.10.17 19:20,3.77,3.52,-0.25,-6.631299735,2015.10.18 19:25,24.08333333,v3,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2015.10.10_G5_M2 (M)_saline_new.0.85,13,M,live,2015.10.17 19:20,4.2,4.16,0.04,0.952380952,2015.10.18 08:35,13.25,v1,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.10_G5_M2 (M)_saline_new.0.85,13,M,live,2015.10.17 19:20,4.2,4.24,-0.04,-0.952380952,2015.10.18 13:30,18.16666667,v2,8,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2015.10.10_G5_M2 (M)_saline_new.0.85,13,M,live,2015.10.17 19:20,4.2,4.44,0.24,5.714285714,2015.10.18 19:25,24.08333333,v3,8,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2015.10.10_G5_M3 (F)_saline_new.0.85,13,F,live,2015.10.17 19:20,3.83,3.81,0.02,0.522193211,2015.10.18 08:35,13.25,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.10_G5_M3 (F)_saline_new.0.85,13,F,live,2015.10.17 19:20,3.83,3.66,0.17,4.438642298,2015.10.18 13:30,18.16666667,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
2015.10.10_G5_M3 (F)_saline_new.0.85,13,F,live,2015.10.17 19:20,3.83,3.56,-0.27,-7.049608355,2015.10.18 19:25,24.08333333,v3,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.10_G5_M4 (M)_saline_new.0.85,13,M,live,2015.10.17 19:20,3.76,3.74,0.02,0.531914894,2015.10.18 08:35,13.25,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.10_G5_M4 (M)_saline_new.0.85,13,M,live,2015.10.17 19:20,3.76,3.63,0.13,3.457446809,2015.10.18 13:30,18.16666667,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,sticky poo
2015.10.10_G5_M4 (M)_saline_new.0.85,13,M,live,2015.10.17 19:20,3.76,3.52,-0.24,-6.382978723,2015.10.18 19:25,24.08333333,v3,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2015.10.10_G5_M5 (F)_saline_new.0.85,13,F,live,2015.10.17 19:20,3.3,3.28,0.02,0.606060606,2015.10.18 08:35,13.25,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
2015.10.10_G5_M5 (F)_saline_new.0.85,13,F,live,2015.10.17 19:20,3.3,3.19,0.11,3.333333333,2015.10.18 13:30,18.16666667,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2015.10.10_G5_M5 (F)_saline_new.0.85,13,F,live,2015.10.17 19:20,3.3,3.14,-0.16,-4.848484848,2015.10.18 19:25,24.08333333,v3,8,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
